ENTREZID	SYMBOL	ENSEMBL	GENENAME
30814	PLA2G2E	ENSG00000188784	phospholipase A2 group IIE
5320	PLA2G2A	ENSG00000188257	phospholipase A2 group IIA
5322	PLA2G5	ENSG00000127472	phospholipase A2 group V
26279	PLA2G2D	ENSG00000117215	phospholipase A2 group IID
64600	PLA2G2F	ENSG00000158786	phospholipase A2 group IIF
391013	PLA2G2C	ENSG00000187980	phospholipase A2 group IIC
127733	UBXN10	ENSG00000162543	UBX domain protein 10
101928017	NA	NA	NA
127731	VWA5B1	ENSG00000158816	von Willebrand factor A domain containing 5B1
339505	LINC01141	NA	long intergenic non-protein coding RNA 1141
55450	CAMK2N1	ENSG00000162545	calcium/calmodulin dependent protein kinase II inhibitor 1
79594	MUL1	ENSG00000090432	mitochondrial E3 ubiquitin protein ligase 1
163933	FAM43B	ENSG00000183114	family with sequence similarity 43 member B
978	CDA	ENSG00000158825	cytidine deaminase
65018	PINK1	ENSG00000158828	PTEN induced kinase 1
102464833	MIR6084	ENSG00000284005	microRNA 6084
100861548	PINK1-AS	ENSG00000117242	PINK1 antisense RNA
1650	DDOST	ENSG00000244038	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
57576	KIF17	ENSG00000117245	kinesin family member 17
400745	SH2D5	ENSG00000189410	SH2 domain containing 5
50809	HP1BP3	ENSG00000127483	heterochromatin protein 1 binding protein 3
8672	EIF4G3	ENSG00000075151	eukaryotic translation initiation factor 4 gamma 3
100302155	MIR1256	ENSG00000221808	microRNA 1256
1889	ECE1	ENSG00000117298	endothelin converting enzyme 1
100506801	ECE1-AS1	ENSG00000231105	ECE1 antisense RNA 1
84224	NBPF3	ENSG00000142794	NBPF member 3
249	ALPL	ENSG00000162551	alkaline phosphatase, biomineralization associated
5909	RAP1GAP	ENSG00000076864	RAP1 GTPase activating protein
84196	USP48	ENSG00000090686	ubiquitin specific peptidase 48
401944	LDLRAD2	ENSG00000187942	low density lipoprotein receptor class A domain containing 2
3339	HSPG2	ENSG00000142798	heparan sulfate proteoglycan 2
23436	CELA3B	ENSG00000219073	chymotrypsin like elastase 3B
10136	CELA3A	ENSG00000142789	chymotrypsin like elastase 3A
101928043	LINC01635	ENSG00000228397	long intergenic non-protein coding RNA 1635
29092	LINC00339	ENSG00000218510	long intergenic non-protein coding RNA 339
998	CDC42	ENSG00000070831	cell division cycle 42
54361	WNT4	ENSG00000162552	Wnt family member 4
100616433	MIR4418	ENSG00000266564	microRNA 4418
9923	ZBTB40	ENSG00000184677	zinc finger and BTB domain containing 40
2046	EPHA8	ENSG00000070886	EPH receptor A8
102466615	MIR6127	ENSG00000276835	microRNA 6127
712	C1QA	ENSG00000173372	complement C1q A chain
714	C1QC	ENSG00000159189	complement C1q C chain
713	C1QB	ENSG00000173369	complement C1q B chain
2048	EPHB2	ENSG00000133216	EPH receptor B2
100616391	MIR4684	ENSG00000265422	microRNA 4684
100422914	MIR4253	ENSG00000264014	microRNA 4253
646262	LACTBL1	ENSG00000215906	lactamase beta like 1
729059	TEX46	ENSG00000227868	testis expressed 46
23028	KDM1A	ENSG00000004487	lysine demethylase 1A
100422866	MIR3115	ENSG00000263793	microRNA 3115
100616177	NA	NA	NA
7798	LUZP1	ENSG00000169641	leucine zipper protein 1
3352	HTR1D	ENSG00000179546	5-hydroxytryptamine receptor 1D
100996511	LINC01355	NA	long intergenic non-protein coding RNA 1355
10236	HNRNPR	ENSG00000125944	heterogeneous nuclear ribonucleoprotein R
10236	HNRNPR	ENSG00000282958	heterogeneous nuclear ribonucleoprotein R
80818	ZNF436	ENSG00000125945	zinc finger protein 436
80818	ZNF436	ENSG00000283009	zinc finger protein 436
148898	ZNF436-AS1	ENSG00000249087	ZNF436 antisense RNA 1
6920	TCEA3	ENSG00000204219	transcription elongation factor A3
6920	TCEA3	ENSG00000282941	transcription elongation factor A3
55616	ASAP3	ENSG00000088280	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
55616	ASAP3	ENSG00000282854	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
1870	E2F2	ENSG00000007968	E2F transcription factor 2
1870	E2F2	ENSG00000282899	E2F transcription factor 2
101928163	LOC101928163	NA	uncharacterized LOC101928163
3399	ID3	ENSG00000117318	inhibitor of DNA binding 3
3399	ID3	ENSG00000283060	inhibitor of DNA binding 3
259283	MDS2	ENSG00000197880	myelodysplastic syndrome 2 translocation associated
6135	RPL11	ENSG00000142676	ribosomal protein L11
6924	ELOA	ENSG00000011007	elongin A
100506963	ELOA-AS1	ENSG00000236810	ELOA antisense RNA 1
57095	PITHD1	ENSG00000057757	PITH domain containing 1
11313	LYPLA2	ENSG00000011009	lysophospholipase 2
2582	GALE	ENSG00000117308	UDP-galactose-4-epimerase
3155	HMGCL	ENSG00000117305	3-hydroxy-3-methylglutaryl-CoA lyase
2517	FUCA1	ENSG00000179163	alpha-L-fucosidase 1
1269	CNR2	ENSG00000188822	cannabinoid receptor 2
100616492	MIR378F	ENSG00000264926	microRNA 378f
55629	PNRC2	ENSG00000189266	proline rich nuclear receptor coactivator 2
10772	SRSF10	ENSG00000188529	serine and arginine rich splicing factor 10
127294	MYOM3	ENSG00000142661	myomesin 3
58985	IL22RA1	ENSG00000142677	interleukin 22 receptor subunit alpha 1
163702	IFNLR1	ENSG00000185436	interferon lambda receptor 1
284632	LINC02800	ENSG00000230023	long intergenic non-protein coding RNA 2800
57822	GRHL3	ENSG00000158055	grainyhead like transcription factor 3
90529	STPG1	ENSG00000001460	sperm tail PG-rich repeat containing 1
57185	NIPAL3	ENSG00000001461	NIPA like domain containing 3
100750325	RCAN3AS	ENSG00000286061	RCAN3 antisense RNA
11123	RCAN3	ENSG00000117602	RCAN family member 3
100506985	NCMAP-DT	NA	NCMAP divergent transcript
400746	NCMAP	ENSG00000184454	non-compact myelin associated protein
10250	SRRM1	ENSG00000133226	serine and arginine repetitive matrix 1
25932	CLIC4	ENSG00000169504	chloride intracellular channel 4
864	RUNX3	ENSG00000020633	RUNX family transcription factor 3
102465437	MIR6731	ENSG00000278034	microRNA 6731
100616365	MIR4425	ENSG00000264371	microRNA 4425
25949	SYF2	ENSG00000117614	SYF2 pre-mRNA splicing factor
57035	RSRP1	ENSG00000117616	arginine and serine rich protein 1
6007	RHD	ENSG00000187010	Rh blood group D antigen
23585	TMEM50A	ENSG00000183726	transmembrane protein 50A
6006	RHCE	ENSG00000188672	Rh blood group CcEe antigens
55219	MACO1	ENSG00000204178	macoilin 1
26119	LDLRAP1	ENSG00000157978	low density lipoprotein receptor adaptor protein 1
57134	MAN1C1	ENSG00000117643	mannosidase alpha class 1C member 1
57190	SELENON	ENSG00000162430	selenoprotein N
56181	MTFR1L	ENSG00000117640	mitochondrial fission regulator 1 like
646471	LOC646471	NA	uncharacterized LOC646471
79000	AUNIP	ENSG00000127423	aurora kinase A and ninein interacting protein
164091	PAQR7	ENSG00000182749	progestin and adipoQ receptor family member 7
3925	STMN1	ENSG00000117632	stathmin 1
100500808	MIR3917	ENSG00000283938	microRNA 3917
5051	PAFAH2	ENSG00000158006	platelet activating factor acetylhydrolase 2
2134	EXTL1	ENSG00000158008	exostosin like glycosyltransferase 1
7780	SLC30A2	ENSG00000158014	solute carrier family 30 member 2
105376910	LOC105376910	NA	uncharacterized LOC105376910
84676	TRIM63	ENSG00000158022	tripartite motif containing 63
149420	PDIK1L	ENSG00000175087	PDLIM1 interacting kinase 1 like
79927	FAM110D	ENSG00000197245	family with sequence similarity 110 member D
105376887	NA	NA	NA
51042	ZNF593	ENSG00000142684	zinc finger protein 593
10256	CNKSR1	ENSG00000142675	connector enhancer of kinase suppressor of Ras 1
378807	CATSPER4	ENSG00000188782	cation channel sperm associated 4
101928303	ZPLD2P	ENSG00000236155	zona pellucida like domain containing 2, pseudogene
64793	CEP85	ENSG00000130695	centrosomal protein 85
83442	SH3BGRL3	ENSG00000142669	SH3 domain binding glutamate rich protein like 3
91544	UBXN11	ENSG00000158062	UBX domain protein 11
1043	CD52	ENSG00000169442	CD52 molecule
55057	CRYBG2	ENSG00000176092	crystallin beta-gamma domain containing 2
257101	ZNF683	ENSG00000176083	zinc finger protein 683
79727	LIN28A	ENSG00000131914	lin-28 homolog A
79947	DHDDS	ENSG00000117682	dehydrodolichyl diphosphate synthase subunit
101928324	DHDDS-AS1	NA	DHDDS antisense RNA 1
3151	HMGN2	ENSG00000198830	high mobility group nucleosomal binding domain 2
6195	RPS6KA1	ENSG00000117676	ribosomal protein S6 kinase A1
6195	RPS6KA1	ENSG00000281877	ribosomal protein S6 kinase A1
100302190	MIR1976	ENSG00000238705	microRNA 1976
100302190	MIR1976	ENSG00000280948	microRNA 1976
101928728	LOC101928728	ENSG00000260063	uncharacterized LOC101928728
8289	ARID1A	ENSG00000117713	AT-rich interaction domain 1A
55650	PIGV	ENSG00000060642	phosphatidylinositol glycan anchor biosynthesis class V
84243	ZDHHC18	ENSG00000204160	zinc finger DHHC-type palmitoyltransferase 18
2810	SFN	ENSG00000175793	stratifin
54707	GPN2	ENSG00000142751	GPN-loop GTPase 2
63906	GPATCH3	ENSG00000198746	G-patch domain containing 3
10726	NUDC	ENSG00000090273	nuclear distribution C, dynein complex regulator
8431	NR0B2	ENSG00000131910	nuclear receptor subfamily 0 group B member 2
126695	KDF1	ENSG00000175707	keratinocyte differentiation factor 1
388610	TRNP1	ENSG00000253368	TMF1 regulated nuclear protein 1
115572	TENT5B	ENSG00000158246	terminal nucleotidyltransferase 5B
6548	SLC9A1	ENSG00000090020	solute carrier family 9 member A1
23038	WDTC1	ENSG00000142784	WD and tetratricopeptide repeats 1
84065	TMEM222	ENSG00000186501	transmembrane protein 222
644961	ACTG1P20	NA	actin gamma 1 pseudogene 20
100887744	RNU6-48P	ENSG00000206888	RNA, U6 small nuclear 48, pseudogene
84958	SYTL1	ENSG00000142765	synaptotagmin like 1
9064	MAP3K6	ENSG00000142733	mitogen-activated protein kinase kinase kinase 6
8547	FCN3	ENSG00000142748	ficolin 3
388611	CD164L2	ENSG00000174950	CD164 molecule like 2
2827	GPR3	ENSG00000181773	G protein-coupled receptor 3
10163	WASF2	ENSG00000158195	WASP family member 2
27245	AHDC1	ENSG00000126705	AT-hook DNA binding motif containing 1
2268	FGR	ENSG00000000938	FGR proto-oncogene, Src family tyrosine kinase
2537	IFI6	ENSG00000126709	interferon alpha inducible protein 6
199870	FAM76A	ENSG00000009780	family with sequence similarity 76 member A
23673	STX12	ENSG00000117758	syntaxin 12
5511	PPP1R8	ENSG00000117751	protein phosphatase 1 regulatory subunit 8
677774	SCARNA1	ENSG00000252947	small Cajal body-specific RNA 1
9473	THEMIS2	ENSG00000130775	thymocyte selection associated family member 2
6118	RPA2	ENSG00000117748	replication protein A2
27293	SMPDL3B	ENSG00000130768	sphingomyelin phosphodiesterase acid like 3B
55113	XKR8	ENSG00000158156	XK related 8
2140	EYA3	ENSG00000158161	EYA transcriptional coactivator and phosphatase 3
5724	PTAFR	ENSG00000169403	platelet activating factor receptor
22826	DNAJC8	ENSG00000126698	DnaJ heat shock protein family (Hsp40) member C8
93974	ATP5IF1	ENSG00000130770	ATP synthase inhibitory factor subunit 1
93974	ATP5IF1	ENSG00000285390	ATP synthase inhibitory factor subunit 1
83667	SESN2	ENSG00000130766	sestrin 2
83667	SESN2	ENSG00000285069	sestrin 2
54797	MED18	ENSG00000130772	mediator complex subunit 18
54797	MED18	ENSG00000284944	mediator complex subunit 18
65979	PHACTR4	ENSG00000204138	phosphatase and actin regulator 4
1104	RCC1	ENSG00000180198	regulator of chromosome condensation 1
8420	SNHG3	ENSG00000242125	small nucleolar RNA host gene 3
6080	SNORA73A	ENSG00000274266	small nucleolar RNA, H/ACA box 73A
26768	SNORA73B	ENSG00000200087	small nucleolar RNA, H/ACA box 73B
54952	TRNAU1AP	ENSG00000180098	tRNA selenocysteine 1 associated protein 1
85028	SNHG12	ENSG00000197989	small nucleolar RNA host gene 12
692212	SNORD99	ENSG00000221539	small nucleolar RNA, C/D box 99
677838	SNORA61	ENSG00000278274	small nucleolar RNA, H/ACA box 61
677825	SNORA44	ENSG00000273544	small nucleolar RNA, H/ACA box 44
692073	SNORA16A	ENSG00000280498	small nucleolar RNA, H/ACA box 16A
115273	RAB42	ENSG00000188060	RAB42, member RAS oncogene family
6883	TAF12	ENSG00000120656	TATA-box binding protein associated factor 12
26824	RNU11	ENSG00000274978	RNA, U11 small nuclear
10691	GMEB1	ENSG00000162419	glucocorticoid modulatory element binding protein 1
105376911	NA	NA	NA
51441	YTHDF2	ENSG00000198492	YTH N6-methyladenosine RNA binding protein F2
4985	OPRD1	ENSG00000116329	opioid receptor delta 1
2035	EPB41	ENSG00000159023	erythrocyte membrane protein band 4.1
399474	TMEM200B	ENSG00000253304	transmembrane protein 200B
6429	SRSF4	ENSG00000116350	serine and arginine rich splicing factor 4
51102	MECR	ENSG00000116353	mitochondrial trans-2-enoyl-CoA reductase
10076	PTPRU	ENSG00000060656	protein tyrosine phosphatase receptor type U
101928460	LINC01756	ENSG00000230523	long intergenic non-protein coding RNA 1756
101929406	LINC01648	ENSG00000233399	long intergenic non-protein coding RNA 1648
4146	MATN1	ENSG00000162510	matrilin 1
100129196	MATN1-AS1	ENSG00000186056	MATN1 antisense RNA 1
7805	LAPTM5	ENSG00000162511	lysosomal protein transmembrane 5
100616164	MIR4420	ENSG00000264773	microRNA 4420
400748	LOC400748	ENSG00000235143	uncharacterized LOC400748
9672	SDC3	ENSG00000162512	syndecan 3
9698	PUM1	ENSG00000134644	pumilio RNA binding family member 1
692234	SNORD103A	NA	small nucleolar RNA, C/D box 103A
692235	SNORD103B	NA	small nucleolar RNA, C/D box 103B
692200	SNORD103C	NA	small nucleolar RNA, C/D box 103C
79570	NKAIN1	ENSG00000084628	sodium/potassium transporting ATPase interacting 1
9410	SNRNP40	ENSG00000060688	small nuclear ribonucleoprotein U5 subunit 40
51538	ZCCHC17	ENSG00000121766	zinc finger CCHC-type containing 17
2170	FABP3	ENSG00000121769	fatty acid binding protein 3
347735	SERINC2	ENSG00000168528	serine incorporator 2
149086	LDC1P	ENSG00000260386	leucine decarboxylase 1, pseudogene
284551	LINC01226	NA	long intergenic non-protein coding RNA 1226
64129	TINAGL1	ENSG00000142910	tubulointerstitial nephritis antigen like 1
3061	HCRTR1	ENSG00000121764	hypocretin receptor 1
553115	PEF1	ENSG00000162517	penta-EF-hand domain containing 1
1307	COL16A1	ENSG00000084636	collagen type XVI alpha 1 chain
576	ADGRB2	ENSG00000121753	adhesion G protein-coupled receptor B2
100423028	MIR4254	ENSG00000266580	microRNA 4254
90853	SPOCD1	ENSG00000134668	SPOC domain containing 1
8073	PTP4A2	ENSG00000184007	protein tyrosine phosphatase 4A2
10657	KHDRBS1	ENSG00000121774	KH RNA binding domain containing, signal transduction associated 1
55116	TMEM39B	ENSG00000121775	transmembrane protein 39B
100847018	MIR5585	ENSG00000266203	microRNA 5585
23633	KPNA6	ENSG00000025800	karyopherin subunit alpha 6
200081	TXLNA	ENSG00000084652	taxilin alpha
79140	CCDC28B	ENSG00000160050	coiled-coil domain containing 28B
56063	TMEM234	ENSG00000160055	transmembrane protein 234
55721	IQCC	ENSG00000160051	IQ motif containing C
149069	DCDC2B	ENSG00000222046	doublecortin domain containing 2B
8668	EIF3I	ENSG00000084623	eukaryotic translation initiation factor 3 subunit I
339483	MTMR9LP	ENSG00000291132	myotubularin related protein 9 like, pseudogene
84734	FAM167B	ENSG00000183615	family with sequence similarity 167 member B
3932	LCK	ENSG00000182866	LCK proto-oncogene, Src family tyrosine kinase
3065	HDAC1	ENSG00000116478	histone deacetylase 1
65108	MARCKSL1	ENSG00000175130	MARCKS like 1
100128071	FAM229A	ENSG00000225828	family with sequence similarity 229 member A
81629	TSSK3	ENSG00000162526	testis specific serine kinase 3
55108	BSDC1	ENSG00000160058	BSD domain containing 1
728116	ZBTB8B	ENSG00000273274	zinc finger and BTB domain containing 8B
653121	ZBTB8A	ENSG00000160062	zinc finger and BTB domain containing 8A
339487	ZBTB8OS	ENSG00000176261	zinc finger and BTB domain containing 8 opposite strand
5928	RBBP4	ENSG00000162521	RB binding protein 4, chromatin remodeling factor
81493	SYNC	ENSG00000162520	syncoilin, intermediate filament protein
57648	NHSL3	ENSG00000162522	NHS like 3
8565	YARS1	ENSG00000134684	tyrosyl-tRNA synthetase 1
64766	S100PBP	ENSG00000116497	S100P binding protein
252995	FNDC5	ENSG00000160097	fibronectin type III domain containing 5
3208	HPCA	ENSG00000121905	hippocalcin
113452	TMEM54	ENSG00000121900	transmembrane protein 54
127544	RNF19B	ENSG00000116514	ring finger protein 19B
204	AK2	ENSG00000004455	adenylate kinase 2
113451	AZIN2	ENSG00000142920	antizyme inhibitor 2
55223	TRIM62	ENSG00000116525	tripartite motif containing 62
149076	ZNF362	ENSG00000160094	zinc finger protein 362
127550	A3GALT2	ENSG00000184389	alpha 1,3-galactosyltransferase 2
1912	PHC2	ENSG00000134686	polyhomeotic homolog 2
100500853	MIR3605	ENSG00000284154	microRNA 3605
101929464	PHC2-AS1	ENSG00000233246	PHC2 antisense RNA 1
7579	ZSCAN20	ENSG00000121903	zinc finger and SCAN domain containing 20
114784	CSMD2	ENSG00000121904	CUB and Sushi multiple domains 2
127540	HMGB4	ENSG00000176256	high mobility group box 4
402779	CSMD2-AS1	ENSG00000231163	CSMD2 antisense RNA 1
84970	C1orf94	ENSG00000142698	chromosome 1 open reading frame 94
693137	MIR552	ENSG00000207941	microRNA 552
2709	GJB5	ENSG00000189280	gap junction protein beta 5
127534	GJB4	ENSG00000189433	gap junction protein beta 4
2707	GJB3	ENSG00000188910	gap junction protein beta 3
2701	GJA4	ENSG00000187513	gap junction protein alpha 4
113444	SMIM12	ENSG00000163866	small integral membrane protein 12
58512	DLGAP3	ENSG00000116544	DLG associated protein 3
653160	GPR199P	ENSG00000241014	G protein-coupled receptor 199, pseudogene
100506144	TMEM35B	ENSG00000243749	transmembrane protein 35B
9204	ZMYM6	ENSG00000163867	zinc finger MYM-type containing 6
79830	ZMYM1	ENSG00000197056	zinc finger MYM-type containing 1
6421	SFPQ	ENSG00000116560	splicing factor proline and glutamine rich
9202	ZMYM4	ENSG00000146463	zinc finger MYM-type containing 4
79932	KIAA0319L	ENSG00000142687	KIAA0319 like
23154	NCDN	ENSG00000020129	neurochondrin
339488	TFAP2E	ENSG00000116819	transcription factor AP-2 epsilon
5690	PSMB2	ENSG00000126067	proteasome 20S subunit beta 2
127703	C1orf216	ENSG00000142686	chromosome 1 open reading frame 216
63967	CLSPN	ENSG00000092853	claspin
192670	AGO4	ENSG00000134698	argonaute RISC component 4
26523	AGO1	ENSG00000092847	argonaute RISC component 1
192669	AGO3	ENSG00000126070	argonaute RISC catalytic component 3
27285	TEKT2	ENSG00000092850	tektin 2
54936	ADPRS	ENSG00000116863	ADP-ribosylserine hydrolase
1296	COL8A2	ENSG00000171812	collagen type VIII alpha 2 chain
27095	TRAPPC3	ENSG00000054116	trafficking protein particle complex subunit 3
55700	MAP7D1	ENSG00000116871	MAP7 domain containing 1
9967	THRAP3	ENSG00000054118	thyroid hormone receptor associated protein 3
79729	SH3D21	ENSG00000214193	SH3 domain containing 21
55194	EVA1B	ENSG00000142694	eva-1 homolog B
83931	STK40	ENSG00000196182	serine/threonine kinase 40
84967	LSM10	ENSG00000181817	LSM10, U7 small nuclear RNA associated
127700	OSCP1	ENSG00000116885	organic solute carrier partner 1
64960	MRPS15	ENSG00000116898	mitochondrial ribosomal protein S15
1441	CSF3R	ENSG00000119535	colony stimulating factor 3 receptor
2899	GRIK3	ENSG00000163873	glutamate ionotropic receptor kainate type subunit 3
100422898	MIR4255	ENSG00000264698	microRNA 4255
728431	LITATS1	ENSG00000233621	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1
80149	ZC3H12A	ENSG00000163874	zinc finger CCCH-type containing 12A
102465438	MIR6732	ENSG00000283724	microRNA 6732
64769	MEAF6	ENSG00000163875	MYST/Esa1 associated factor 6
100847010	MIR5581	ENSG00000263675	microRNA 5581
79753	SNIP1	ENSG00000163877	Smad nuclear interacting protein 1
7802	DNALI1	ENSG00000163879	dynein axonemal light intermediate chain 1
29889	GNL2	ENSG00000134697	G protein nucleolar 2
284654	RSPO1	ENSG00000169218	R-spondin 1
