CM1	CM2	CM3	CP1	CP2	CP3	CP4	CP5	KM1	KM2	KM3	KP1	KP2	KP3	KP4	KP5	KP5.1
344561	0	0	2	0	2	0	0	0	0	0	7	0	1	0	0	0	0
205147	0	2	634	0	2	0	0	4	0	0	1737	0	0	0	0	0	0
50649	1157	2065	1062	825	22	1840	238	781	1320	3938	1071	1108	100	1905	231	1272	1736
130074	13890	19952	25802	14257	17805	18502	15633	14783	10251	11707	23918	8713	12476	10891	10104	7448	8850
55041	12832	13524	25499	22500	14631	17831	16314	17455	14779	12971	29000	20026	16727	15663	14376	12832	17024
445582	2	1	9	1	4	1	6	5	1	1	16	1	9	2	1	3	0
440910	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
150786	29	55	30	39	49	40	33	13	44	43	23	25	37	37	25	9	26
105373619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401010	7	7	7	4	2	9	7	3	1	4	8	2	3	8	7	2	0
653784	3551	7911	5059	5871	3128	6285	4963	4001	3747	5924	5072	4982	3035	5491	5449	3552	2301
113457	18	7	23	18	13	18	2	24	11	7	58	21	10	9	5	42	69
100616378	2	12	6	7	0	1	4	2	1	1	1	3	0	5	2	9	10
150776	1277	1481	1564	1671	895	1620	1127	1098	1145	1153	1556	1257	576	1118	806	633	880
90557	328	370	25	32	1706	79	78	1706	353	212	24	27	1290	113	122	1601	1698
440915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29798	41	10	14	14	39	0	11	42	48	33	3	6	6	0	14	31	31
408029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554226	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
100313824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646915	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
2863	915	1022	189	462	341	1205	1549	65	1048	969	270	450	307	944	958	31	35
116372	152	349	223	0	0	7	324	0	72	356	334	0	6	12	123	1	0
344148	32	189	1486	0	10	0	267	12	44	249	2821	0	21	2	134	0	0
101928185	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
101928161	6	0	85	0	1	0	0	0	2	0	42	0	0	0	0	0	0
4249	4765	5208	18179	9341	2902	4629	11784	5228	4571	3872	15630	8582	3528	3946	11157	4228	5810
100500878	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
81615	8	5	786	10	0	0	1076	6	9	19	1332	2	0	0	1168	1	0
130013	4	4	5	0	3	3	2	2	0	6	3	0	5	0	0	9	1
100847069	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
100129961	48	203	50	23	91	62	42	106	48	100	34	19	65	41	40	46	59
905	2098	2276	5050	2580	2565	2996	3646	3376	1623	1881	4380	1761	1479	1848	2659	1728	2422
80122	4	0	0	4	2	0	2	0	0	0	1	4	2	0	2	4	1
22930	5561	7022	7536	9080	6661	7691	11612	8289	5380	6495	7255	5400	5655	4790	8829	5263	7194
84083	440	1235	761	845	1230	752	1039	873	485	574	869	608	981	608	697	551	571
23518	4161	3123	5317	4700	5303	6061	5013	6361	4610	2744	6761	4413	7078	6178	4233	5878	7578
406915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23190	15385	16701	25144	15804	13261	15468	11306	12141	17030	14821	26173	14250	13378	13619	9645	11432	14190
3938	7	2	3	11	0	1	1	2	0	0	5	0	0	2	0	0	8
100507600	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
4175	8572	7355	4226	8703	5096	10642	13646	19856	7005	4312	3465	6002	4324	7509	9324	8437	11424
1615	5044	5508	6074	7569	6635	8789	7684	11108	5214	4072	6253	5739	6147	6289	5811	7401	10864
101928243	13	21	32	72	14	21	32	15	20	9	50	57	31	11	25	34	17
7852	38	18	2	0	66	4	94	70	24	18	10	0	38	4	56	30	26
80731	12	11	0	92	0	2	4	362	5	2	1	39	0	0	2	170	188
101928273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3176	1628	1252	611	1633	184	419	1463	1464	1320	851	514	1124	88	286	1252	1031	1467
339745	1872	1500	2642	1437	1048	1322	2686	969	3352	2539	5080	2273	3184	3814	3249	1602	2012
11249	0	2	4	0	105	0	0	2	0	0	2	0	84	10	0	0	0
647012	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
53353	40	256	16	24	20	0	8	51	64	266	20	4	12	2	18	71	85
102465692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8942	104	2816	6	21	2	43	58	22	87	2451	0	6	0	5	25	10	13
55843	0	4	0	0	0	3	0	2	2	0	0	0	0	0	0	6	0
101928386	0	5	4	0	3	0	2	0	4	0	2	0	0	0	0	0	4
79712	1488	1917	1379	850	1010	1430	1585	1183	1579	1173	1247	514	888	880	1019	730	883
9839	23	81	143	0	57	28	218	16	14	46	121	6	62	30	108	4	7
100303491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401014	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0
728773	0	2	6	0	0	0	0	91	0	0	4	0	0	0	0	180	183
92	524	678	1612	497	511	468	1976	228	743	857	2304	567	649	555	2068	236	353
5000	2811	2897	4265	2728	2948	3201	3161	3590	3022	2694	4270	2294	2617	2639	2448	2659	3293
55777	888	733	774	1084	809	724	487	757	911	783	1221	735	669	760	511	589	818
26122	1523	2849	3665	3520	2770	2113	2686	1570	1772	3130	4730	3298	3347	2238	2179	1440	1999
101928526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3800	10	63	128	0	8	16	6	4	4	76	260	0	17	10	2	0	0
130576	396	1695	886	12	27	8	1077	14	394	3271	1627	2	16	0	1600	1	0
130574	1106	443	731	340	14	4	1896	14	1105	726	1305	413	20	2	3207	0	2
27249	5803	9586	12129	8754	6791	7414	9001	6829	6862	9423	12907	8351	8267	7064	8053	5797	8021
101929231	24	10	94	11	20	21	31	26	28	14	104	2	6	14	12	7	10
390	8015	20255	10878	3505	3166	1323	10764	73	9148	24400	8601	3800	2784	1024	8107	14	7
101929260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929282	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
375287	486	377	141	316	539	495	1102	565	746	487	193	405	514	476	1109	591	865
9111	4927	4272	3222	4018	2655	3469	4867	952	7083	5286	2920	3291	1807	3221	4894	761	653
101929319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7130	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0
100616392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55183	7328	6742	10668	8735	9183	10366	10955	9782	6924	4946	9203	6856	9162	7802	8088	5620	8380
4703	39	23	675	85	23	53	61	50	27	24	841	73	51	58	48	31	41
26225	3219	3727	3640	3330	3863	3684	3642	2235	5178	5195	5822	3765	8254	4697	3730	3530	4327
785	9	156	14	2	72	28	167	101	4	148	14	6	125	25	116	58	102
10254	2015	4473	2568	3047	4183	2179	2796	1537	2069	3408	2839	2438	4146	1962	2532	1092	1687
114793	1757	4616	8968	4637	6653	6532	6062	14543	1922	5721	10267	5173	6673	5413	5897	9759	12261
55660	13953	14570	19392	14802	18090	16972	16752	23368	14890	12860	17440	12336	19359	14016	13935	18481	23889
151188	2718	2856	2219	2868	3085	4628	2717	5825	2235	1935	2251	1977	2376	2529	2407	2968	2766
56475	0	2	1144	211	0	384	0	6	0	4	1515	192	0	508	0	0	0
114805	0	2	131	79	0	3150	1	4	0	3	157	76	4	3036	0	2	0
100144595	0	0	1	0	0	6	0	0	0	0	0	0	0	4	0	0	0
3760	4	6	1758	0	0	4	5	28	0	2	3237	0	2	0	3	1	0
101929378	87	63	247	15	15	8	1	8	101	50	180	18	4	4	0	2	2
4929	1429	615	13280	728	359	1961	837	62	1654	708	9541	592	131	1854	862	6	6
100189021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2820	8396	9790	15893	9075	5110	13925	10166	7297	6755	5663	11347	6906	3967	8559	7552	2605	3732
11227	2806	17853	15998	3758	8	0	2210	125	2068	17006	15222	6239	2	0	2692	0	4
57471	0	13	94	0	0	0	0	0	0	7	121	0	0	0	4	0	0
728066	63	84	155	188	126	155	151	253	61	93	126	121	89	117	146	137	193
9595	0	15	40	0	0	0	1	0	0	21	29	0	0	0	16	0	0
130399	6	88	575	130	6	10	118	7	2	128	1108	258	4	2	253	0	0
90	1553	2685	4918	1266	3157	1091	2025	868	1880	3412	6243	1256	2774	1229	1780	691	857
151531	1	3	10	0	0	0	0	4	0	0	1	0	0	0	0	0	0
554201	0	0	13	0	0	0	0	0	0	0	3	0	0	0	2	0	0
130940	58	82	313	60	33	37	128	39	79	44	319	79	34	45	152	34	45
8502	9348	8948	13430	10838	8095	10106	11838	8914	9190	6702	12311	8273	6698	7695	9816	4782	6295
92196	0	0	19	0	0	0	8	0	0	6	48	0	0	0	12	0	3
85461	4702	4200	2474	2993	10254	2014	12777	5056	4468	3681	2376	2628	10128	1579	9794	3583	4927
102465535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151525	571	600	1475	1187	646	1255	889	829	661	563	2117	1182	558	1072	633	670	822
29994	2416	4020	9037	3585	3177	2280	5178	3987	2199	2552	6648	2424	2103	1224	3391	2140	3091
643072	33	49	103	17	39	47	48	62	53	46	142	16	20	39	49	45	29
64844	5040	6871	9599	6476	5069	8062	8476	7772	6028	7363	11755	5979	6105	7272	7255	6376	8523
9936	1	1	2	0	0	0	3	0	2	2	10	0	0	1	3	2	0
100526664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4065	346	476	0	75	20	8	721	4	538	471	0	49	12	5	617	0	0
22925	776	519	28	0	317	87	167	94	1243	924	104	3	410	124	318	121	155
3694	12010	5951	726	31	18	85	8229	41	11443	6800	670	18	2	58	6610	49	30
100505984	50	0	0	26	13	0	21	39	39	3	0	22	4	7	13	52	45
5937	5398	5925	9482	4689	7108	14773	8164	4612	4024	4707	7564	2106	3974	8747	5758	1945	2253
100616364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10010	2383	2697	5105	3389	1661	2539	2766	2455	1690	1927	4540	2157	1033	1518	1908	945	1069
101929512	31	6	0	17	0	14	10	4	23	5	0	19	2	7	10	0	2
100996579	506	175	0	202	0	742	474	0	468	142	0	174	0	459	259	0	0
10213	11179	11121	15994	11909	10508	17591	12770	11255	9209	6480	12592	8425	8881	11418	8236	5780	7247
10716	4	1	6	0	0	0	0	4	0	0	6	2	0	2	0	5	0
285116	820	636	942	697	760	1477	828	1463	915	445	914	621	834	1217	673	1033	1372
57282	16	0	42	0	0	0	0	2	2	2	103	0	0	0	0	0	0
1803	638	132	1459	449	10	568	539	38	465	186	2316	281	4	572	759	2	2
101929532	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
2641	0	0	2	2	0	4	0	0	0	0	0	0	0	2	0	0	0
2191	0	0	52	18	0	36	0	0	6	6	17	22	0	4	6	0	0
64135	5497	2278	3090	4685	2587	2486	3852	308	10530	7971	4452	5884	1463	2367	5192	163	307
25801	1667	2160	2835	2243	751	2306	3486	18	2140	1711	3228	1831	505	1485	2989	2	5
90134	4	0	1115	0	8	2	0	6	2	1	2061	2	27	4	3	0	0
101929570	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55137	2	1024	6	2663	1109	2067	6	0	0	747	6	1956	575	1259	2	4	2
2888	131	40	471	278	0	376	259	0	162	14	689	232	0	345	164	0	0
22837	2567	1126	6318	2513	81	2832	4258	50	1736	926	6658	1675	98	1852	2792	2	1
100337591	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
101929633	1	2	45	2	2	6	9	0	1	0	75	0	0	4	6	0	0
151258	7	0	2913	2	0	0	2	33	2	2	6270	0	2	0	0	0	0
6328	11	52	11714	634	14	4	28	132	9	24	15666	322	4	0	2	6	0
6326	0	14	1791	231	2	14	8	52	2	6	3011	151	1	4	2	2	0
80034	24	128	1825	106	6	79	84	12	26	77	2673	81	4	25	117	0	0
2591	10459	15488	8057	13231	6	19171	14925	63	3898	4410	4257	3439	6	4900	5979	4	0
100506124	13	8	21	10	5	10	17	7	4	6	17	9	2	5	18	6	21
79809	758	1096	2015	1237	1509	1574	1543	1756	960	867	2375	1188	1651	1290	1237	1624	2021
100506134	0	1	3	2	1	4	1	0	1	0	4	0	0	0	1	2	2
102724058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6323	0	0	2	0	0	0	0	6	0	2	2	0	0	3	0	0	2
101929680	0	4	2	0	0	7	2	0	0	0	5	0	0	2	2	0	0
6335	29	133	743	56	14	1690	829	24	18	44	1261	60	15	1074	803	6	4
6332	0	2	1273	0	0	0	0	14	0	0	2583	0	0	0	0	2	2
129446	0	4	34	10	12	4	0	0	0	0	11	2	4	0	0	0	6
100874011	0	0	0	12	0	0	0	0	0	0	2	4	0	0	0	0	0
8708	0	26	377	20	149	0	3	4	5	14	345	28	190	0	2	0	0
27347	7598	5348	10011	7483	1833	5486	10759	1545	7795	5618	11280	6244	2092	3752	10874	1213	1457
253782	3098	10656	4916	2641	3675	5411	11181	4018	3993	13318	6844	2697	5083	5066	10821	3396	4973
100616356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
100861402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115677	116	122	37	16	55	3	176	0	81	56	59	17	20	3	117	0	1
57405	224	360	50	156	78	110	264	7	163	145	85	86	58	87	184	6	3
57818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8647	86	215	6	0	2	0	42	0	87	221	16	0	0	2	56	0	0
10170	12387	20852	147	10	27	167	7664	2	13751	33361	112	0	16	72	6556	0	0
4036	58	52	2	18	10	6	22	2	22	29	2	3	8	12	30	5	14
129880	234	196	577	4	384	342	447	1173	351	234	711	0	529	324	520	1067	1647
10324	5	84	2598	4	97	0	15	72	12	72	4172	4	82	6	11	30	48
79675	1036	1421	3511	1416	1924	2330	1481	2802	1046	1357	4653	1254	1942	1749	1216	1702	2180
9360	8391	9291	10784	9751	10698	11995	11428	15495	9004	8363	9743	8170	10158	10552	9638	12012	14450
129881	68	51	43	8	94	43	96	68	91	43	42	3	69	45	180	15	31
493911	90	128	245	191	192	154	138	194	98	91	312	202	93	113	144	214	259
100526832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151230	102	99	272	170	119	161	118	133	93	63	283	135	143	126	183	82	35
6741	11071	9378	18017	10177	12906	18188	16935	22711	12194	9981	15742	9563	13910	14732	14857	17140	18326
29081	1929	2244	3384	3887	2975	3195	2711	3843	2106	2414	3828	3135	2862	2752	2058	2535	2606
130507	3801	4754	6346	3457	4048	5627	2825	4404	4708	5138	9235	4267	6076	6006	2697	5029	7146
140469	2	58	0	20	54	0	118	2	0	31	8	5	56	0	68	1	2
101929753	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
101926913	0	0	2	1	3	0	6	3	1	2	0	12	4	0	7	6	4
440925	4	62	1	84	43	0	241	18	0	24	6	88	46	0	178	22	18
389058	0	122	6	6	48	0	472	14	2	52	8	5	67	0	609	12	8
285141	43	37	62	196	243	6	389	169	49	27	49	175	167	6	190	134	175
2571	112	654	957	422	387	8	1396	195	142	651	871	333	527	4	1109	173	223
26003	10687	10673	25389	11645	7834	13469	12514	8450	11271	11120	23066	8851	7649	11958	12436	5957	6330
9874	5348	4718	7758	9783	8174	8986	8455	5853	5420	4603	7782	7303	7470	6433	7056	4127	5445
79828	1309	1448	2202	1332	2339	3266	2182	4024	1244	1304	2013	1072	2641	2675	1229	2882	4011
80067	1460	2006	2639	2324	3002	2607	1560	2182	1380	1554	2488	1687	2780	1528	1142	1224	1757
79901	3696	2875	8	12	170	3860	464	15790	5920	4386	10	37	191	4730	809	16307	22689
1781	5731	9923	9003	11249	10300	10470	11652	12861	5665	8349	9105	7542	7840	7105	9930	8216	9694
8604	1415	1561	2545	1554	1986	2385	1507	2849	1546	1433	3395	1165	1772	1827	1216	2054	2473
8520	7123	7469	6595	8589	7546	7111	9493	9289	6893	4834	5171	6223	6130	5303	6896	4561	5444
254042	384	302	779	446	424	858	625	659	391	255	919	611	554	805	501	586	875
1745	11	206	1259	0	219	24	77	481	30	136	1176	8	190	28	61	362	362
1746	90	42	268	122	426	98	10	162	96	68	277	133	305	82	22	151	176
104326193	2	1	10	6	16	5	0	3	2	6	4	2	2	2	2	6	9
3655	49992	63959	12161	16247	11738	24076	90321	5559	39189	54862	12728	10159	10961	9133	55326	3124	3993
5163	847	928	3032	893	802	1429	1552	1209	766	604	2719	693	873	1167	992	574	750
91149	0	1	17	0	0	0	0	0	0	0	17	0	0	1	0	0	1
11069	14	119	5978	2	19	0	42	148	9	105	7289	0	17	2	40	70	113
51776	3939	4050	3541	7567	14847	5950	5376	4756	3639	2398	2928	6424	19001	4413	4078	3490	4758
339751	21	11	29	105	335	51	20	46	35	7	23	45	187	31	12	14	17
83879	1799	1581	458	3848	4122	2387	4591	12152	986	1714	354	2657	3216	1474	2503	4660	6419
6670	6741	6726	4543	5844	4822	8520	7548	4397	10334	8995	7708	6751	8768	13798	9117	5909	7530
100128905	0	0	0	2	0	217	0	0	0	0	0	6	0	388	0	0	0
29789	14239	10819	15075	12743	10498	16852	17060	21104	15013	7573	14410	10416	11870	15356	11900	18243	22275
285084	0	0	0	0	16	12	0	0	0	0	0	0	8	19	0	0	0
100131390	0	6	0	0	0	259	0	0	0	14	0	2	0	794	0	0	0
9541	1976	2468	2797	2460	1913	1447	2581	2066	3187	2997	3176	2625	1855	1626	2669	2456	2755
79634	1597	864	3275	1154	1260	2116	964	1446	1568	794	4162	1027	1132	1710	811	1279	1604
151556	173	109	874	113	586	110	40	439	364	85	2346	75	896	112	47	436	647
7456	14	1355	16	14	1118	4	4	108	8	1364	30	2	1528	6	3	98	168
440926	3495	2479	4289	2024	2174	3060	5800	4408	3984	1976	4911	1299	1660	2448	4709	3002	3218
1134	2	0	108	0	2	0	0	0	0	2	78	2	8	0	0	0	0
1123	240	113	3730	1342	3067	168	132	247	184	56	3499	837	2501	118	74	152	204
1386	1486	2024	3357	2000	2137	1840	2136	1807	3419	3796	9090	2860	5359	3248	2875	3746	4436
100126350	3	0	2	0	2	0	0	4	1	1	2	0	0	0	0	9	11
518	13666	13773	23926	12732	12490	21017	18124	26158	15592	13008	28164	9297	9503	17743	15289	15164	14454
80856	3426	3265	3412	4597	2664	5716	2463	3819	2825	1991	3589	3635	2833	4408	2260	2675	3758
344191	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
3239	2	4	0	0	0	0	4	0	0	2	2	0	0	0	0	4	2
3238	6	47	4	13	2	0	0	4	10	42	6	2	4	0	0	11	21
3237	0	1	0	0	45	0	0	0	0	0	0	0	45	0	2	0	0
3236	0	0	0	0	31	0	0	0	0	0	1	0	18	0	0	0	0
3235	0	0	0	0	22	0	0	6	0	1	0	0	2	0	0	0	0
3234	0	0	0	0	10	0	0	6	0	0	0	0	16	0	0	0	2
100506783	0	0	0	0	139	0	0	0	0	0	0	0	77	0	0	0	4
3232	2	0	252	0	32	2	0	2	0	0	178	1	37	0	0	0	0
406903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3233	2	4	0	0	80	2	0	2	0	0	0	0	24	0	0	0	0
401022	0	111	615	0	1426	2	25	10	0	60	593	0	747	1	4	0	0
102800310	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0
3231	0	5	119	0	19	0	0	2	0	4	153	0	31	0	0	0	0
102465802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10651	2682	3846	7696	3998	3044	4499	4182	3530	2830	3252	8348	3164	2047	3656	3037	2123	2090
100302142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375295	1855	301	1045	0	358	2	2	24	767	191	895	0	178	2	2	20	4
102724224	169	86	163	0	82	3	0	5	94	31	248	0	51	0	0	0	10
105373759	31	19	71	35	33	60	48	97	19	16	66	36	20	28	9	37	56
220988	45922	48233	48851	36043	46223	54959	72173	70817	33213	29960	33680	21326	26254	32442	48757	25193	21123
100616394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4780	8160	11702	12930	7555	10155	7907	24429	5212	8216	15764	13371	5812	8741	7569	16690	3604	4094
100422824	2	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	2
100130691	61	34	83	176	95	49	197	204	74	23	152	94	95	24	89	128	203
102465255	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
8540	7340	14022	12820	8317	9700	10703	17045	9385	5651	9534	10956	5545	8873	7394	11459	5774	6429
150737	520	601	339	225	331	288	514	352	662	721	597	208	303	376	770	358	559
92104	763	729	361	215	235	331	554	649	1162	816	517	219	210	437	594	751	1001
50940	93	241	3669	282	0	11	2	54	131	300	5016	228	0	1	4	6	2
105373764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129831	509	523	666	676	416	980	752	1108	494	622	761	639	615	923	565	798	1068
114880	405	116	1369	282	248	55	176	1023	543	102	1989	198	257	32	72	461	634
101927027	351	704	895	1	714	231	816	738	319	527	1018	9	259	83	445	395	518
8575	2997	4542	6526	2935	4617	4447	4396	3167	3337	3918	5608	2434	4188	3619	3984	2310	1870
494513	40	20	136	19	53	49	30	120	89	25	314	27	75	70	39	107	116
51661	90	362	371	56	430	141	589	289	103	201	450	56	303	68	382	103	129
65977	1914	2006	2950	1588	2576	2021	2351	1144	866	950	1257	655	925	766	1150	288	319
100506866	46	181	18	101	185	140	47	90	47	136	20	85	153	80	60	64	59
7273	193	664	140	659	716	443	443	608	210	502	159	503	570	330	317	389	577
101927055	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2
285025	0	0	2	2	0	3	0	4	0	2	4	8	4	5	0	0	0
91404	834	4299	2548	589	1305	2004	7158	77	856	3854	3312	425	1218	1530	8014	16	53
151126	1	55	2	23	0	4	2	0	16	70	0	64	0	15	0	0	0
100302172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57703	2008	3440	3776	4303	3338	3438	4089	3145	2299	3161	3331	3329	3072	2844	2864	2417	2914
101669767	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
10477	4409	7868	8879	6765	7364	7542	7382	15085	4598	5140	9864	4483	6318	5325	6244	12609	17056
101927156	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
100616213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3676	0	18	10	0	7	108	9	5	5	29	10	0	9	62	15	4	11
375298	33	37	5	13	155	37	113	99	61	35	9	20	138	32	164	50	51
4760	0	0	271	0	0	0	0	10	0	2	271	0	2	2	0	0	0
6744	54748	44163	26305	21170	29615	34722	27535	7757	42364	24968	20727	10755	20110	19380	19037	4070	5850
151242	58	199	606	130	179	535	0	100	50	114	668	41	52	104	2	31	41
5136	13	26	86	2	4	14	40	8	21	12	60	2	0	2	17	0	6
54431	14520	8512	47114	16690	10956	17209	25590	7509	13493	7450	52645	14340	12222	12916	18867	4593	6614
2487	14	2	6	4	0	2	0	2	4	2	10	4	6	4	0	0	0
10787	22081	22154	23239	33011	20072	38423	34665	19956	22700	21242	26971	29612	20251	32526	28345	16669	22109
142679	150	304	334	184	171	480	153	452	174	176	531	146	226	276	181	349	358
129401	1356	1701	3970	2754	1820	3128	2655	3060	1367	978	2996	1824	1394	2170	2011	1230	1541
100616305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373780	0	0	3	0	1	2	0	0	0	0	2	0	4	0	0	0	0
91752	14	5	316	0	115	15	27	18	17	19	341	2	172	22	24	4	0
101927196	0	1	0	0	0	1	0	6	0	0	0	2	0	4	0	9	9
401024	2	1748	8	4	2	37	2686	77	5	520	12	0	0	11	1276	66	84
101927217	21	5	12	30	4	18	12	11	1	4	9	5	0	25	10	6	8
55854	8545	8506	15783	10813	9246	14649	15264	12521	6179	5365	10410	5250	4963	7517	7506	4467	6076
3685	12577	23792	9389	8235	31151	20456	38944	6121	14318	21135	13071	8435	29555	15654	26780	5728	9411
165215	299	495	2191	336	1105	456	2417	167	778	1064	7618	1344	4095	1119	3742	394	482
151112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10203	8	313	4893	123	451	14	313	251	9	215	7021	47	221	14	223	58	58
7035	176	6273	93	8922	3989	8499	16580	15882	94	4398	89	8361	3395	6887	12657	13241	16361
104355152	0	1	0	2	0	0	1	0	2	1	0	0	0	2	0	0	0
51454	3311	3147	10518	7051	3109	5419	5481	780	3833	3108	12716	6712	3873	3808	4770	429	476
693146	0	1	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0
116093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1281	6	119	23	14	1223	188	24	6370	32	308	12	22	745	132	9	3205	4713
100302219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1290	127	130	181	122	28387	67	75	82312	59	84	113	77	20716	88	30	75769	115772
100422908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84128	2607	2403	7744	4451	4119	5249	6864	7727	2580	2264	6829	3768	4101	4550	5157	5082	6735
30061	3443	842	2475	315	89	94	1201	24	6725	1540	3819	439	60	113	2174	18	18
54529	1887	2893	4241	4571	3515	3898	3263	3950	2711	2985	4477	4372	3681	3735	2460	3008	3855
150709	66	98	150	243	166	115	108	170	69	76	202	171	152	120	76	99	133
64172	274	500	412	442	378	412	873	703	363	426	642	496	544	443	788	652	977
101409258	15	8	18	5	9	10	1	19	17	5	44	4	3	16	2	14	9
94101	2111	2743	4717	3982	2473	2342	2971	3567	1649	1436	3609	2234	1075	1144	1795	1586	1908
5378	1221	946	2510	1473	2678	2158	1995	2817	1292	842	2632	1344	2980	2075	1493	1627	2009
84281	143	24	1165	44	47	18	166	67	347	8	1336	50	97	28	309	49	59
2660	2	0	0	2	0	0	1	0	2	0	6	0	0	0	0	0	0
26275	2030	2648	2170	1363	2786	2598	1202	4175	2335	2079	2618	1269	2686	2222	1304	3486	3810
105373800	2	0	29	5	2	3	2	9	2	2	20	4	3	2	0	2	0
3628	1856	2682	6919	3150	754	1065	3697	1158	1609	2733	7095	1800	629	929	3013	528	632
54842	1674	1276	4330	1138	595	1791	2859	403	3852	2882	9184	2525	1780	4169	4106	980	1578
100131211	1141	1576	580	1869	1094	1702	2288	1247	1210	1437	770	1439	1036	1520	1870	534	713
105373801	94	141	125	81	77	188	254	45	80	187	136	37	78	166	206	30	26
4664	3589	10175	5944	2935	5889	4067	6315	4262	2752	7690	4240	1658	2934	1634	3974	1202	1754
2744	6648	9171	31936	8737	8103	11180	4965	10256	4482	5830	26833	5188	5598	5713	4194	4282	6850
6772	32445	15557	7586	23311	12067	8662	18980	9233	53084	43361	7821	21587	12468	7440	26320	7729	10079
6775	18	243	76	77	20	14	236	8	14	134	68	69	24	6	293	4	2
