,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000132932.17,ATP8A2,51761,13,1,25371974,26025851,-0.86687598,-0.920042644,1.829573087,0.56650552,0.707725409
ENSG00000132938.20,MTUS2,23281,13,1,28820339,29505947,-1.624822105,-0.747875709,3.008558586,0.115891866,0.226204659
ENSG00000132952.12,USPL1,10208,13,1,30617693,30660770,0.153720783,4.613638842,7.196841393,0.022505382,0.063889728
ENSG00000132953.16,XPO4,64328,13,-1,20777329,20903048,0.10670118,5.916056463,2.527421889,0.142180631,0.262753641
ENSG00000132963.8,POMP,51371,13,1,28659104,28678959,-0.219066514,6.982639692,3.102495949,0.10787823,0.214236438
ENSG00000132965.9,ALOX5AP,241,13,1,30713478,30764426,0.340201748,-2.05050391,0.273883691,0.779819144,0.866435886
ENSG00000132970.12,WASF3,10810,13,1,26557683,26688948,-0.652288591,4.081260389,5.841809906,0.035661255,0.090928826
ENSG00000133019.11,CHRM3,1131,1,1,239386565,239915452,-0.440417808,1.164117916,0.942204282,0.359258927,0.517387393
ENSG00000133026.12,MYH10,4628,17,-1,8474207,8630761,0.013937512,6.539899157,0.036902542,0.85141088,0.913111792
ENSG00000133027.18,PEMT,10400,17,-1,17505563,17591708,0.071353474,6.259014995,0.506346623,0.492579281,0.646305593
ENSG00000133028.12,SCO1,6341,17,-1,10672474,10698375,-0.091555442,5.609224164,3.972985969,0.073484575,0.159832191
ENSG00000133030.21,MPRIP,23164,17,1,17042457,17217679,0.03469174,8.398587418,0.121506299,0.734450511,0.835937656
ENSG00000133055.9,MYBPH,4608,1,-1,203167811,203175826,-0.956743201,-1.848675071,2.297270459,0.219628412,0.361866051
ENSG00000133056.13,PIK3C2B,5287,1,-1,204422628,204494805,0.339034286,6.120033729,28.02650154,0.000321224,0.002827952
ENSG00000133059.17,DSTYK,25778,1,-1,205142505,205211702,-0.030091169,4.775486024,0.119415895,0.736646455,0.837170242
ENSG00000133065.11,SLC41A1,254428,1,-1,205789094,205813748,1.554066381,5.870685328,158.6989205,1.43E-07,3.06E-05
ENSG00000133067.17,LGR6,59352,1,1,202193799,202319781,-0.096057683,3.215626672,0.025889558,0.875624414,0.929365353
ENSG00000133069.17,TMCC2,9911,1,1,205227946,205285632,0.137927091,1.220834357,0.196693687,0.666605151,0.787883526
ENSG00000133083.14,DCLK1,9201,13,-1,35768652,36131382,-0.888634982,2.31562872,1.911442161,0.199217281,0.337170236
ENSG00000133103.17,COG6,57511,13,1,39655627,39791665,0.001848497,5.078290703,0.000756197,0.978589024,0.988007449
ENSG00000133104.14,SPART,23111,13,-1,36301638,36370180,-0.071836943,4.1340866,0.016193365,0.901198502,0.944000328
ENSG00000133106.14,EPSTI1,94240,13,-1,42886388,42992271,0.362133745,3.320606095,0.436473158,0.526812521,0.676079793
ENSG00000133107.14,TRPC4,7223,13,-1,37632063,37869802,0.671499958,0.280513834,1.659284186,0.265884191,0.415415977
ENSG00000133110.15,POSTN,10631,13,-1,37562583,37598844,-0.356746749,-1.274487494,0.416471168,0.538544411,0.685232723
ENSG00000133112.16,TPT1,7178,13,-1,45333471,45341284,-0.065288486,10.43986639,1.488717962,0.249705987,0.397696825
ENSG00000133114.17,GPALPP1,55425,13,1,44989529,45037669,-0.137542926,4.238645027,3.050013055,0.110540101,0.218059577
ENSG00000133116.8,KL,9365,13,1,33016423,33066143,0.605611612,0.500245053,0.939595001,0.35989082,0.517743195
ENSG00000133119.13,RFC3,5983,13,1,33818069,33966558,-0.588676258,6.084640954,59.17307515,1.42E-05,0.000370494
ENSG00000133121.21,STARD13,90627,13,-1,33103137,33350630,-0.111304228,4.593364185,0.653980841,0.43703536,0.594019682
ENSG00000133124.11,IRS4,8471,X,-1,108719946,108736563,-0.967447897,-0.138762503,1.925659465,0.801963345,0.881385299
ENSG00000133131.15,MORC4,79710,X,-1,106813871,107000212,-0.553124412,4.335119927,22.96377861,0.000680525,0.004792559
ENSG00000133134.11,BEX2,84707,X,-1,103309346,103311007,0.111346476,2.226635297,0.044812245,0.836933406,0.903543732
ENSG00000133135.14,RNF128,79589,X,1,106693794,106797016,0.888917975,4.949190919,4.039975776,0.074430402,0.161344004
ENSG00000133138.20,TBC1D8B,54885,X,1,106802673,106876150,-0.15577916,3.897661671,0.309810295,0.650103973,0.774670945
ENSG00000133193.12,FAM104A,84923,17,-1,73207353,73236753,-0.015243971,5.57670251,0.058216593,0.814088793,0.889450925
ENSG00000133195.11,SLC39A11,201266,17,-1,72645949,73092712,0.269993008,5.1898845,9.731987884,0.010556864,0.035999438
ENSG00000133216.16,EPHB2,2048,1,1,22710839,22921500,0.813965748,6.383877136,66.94908591,8.20E-06,0.000265458
ENSG00000133226.17,SRRM1,10250,1,1,24631716,24673281,0.055306534,6.917405915,1.536468974,0.24273553,0.389360839
ENSG00000133243.8,BTBD2,55643,19,-1,1985438,2034881,0.302853116,5.986214521,23.88821547,0.000588308,0.004372866
ENSG00000133256.12,PDE6B,5158,4,1,625573,670782,-0.538586531,-0.71380864,0.783309041,0.517954021,0.669785987
ENSG00000133265.11,HSPBP1,23640,19,-1,55262223,55280381,-0.115676466,5.978244456,6.873738832,0.025014668,0.069065686
ENSG00000133275.16,CSNK1G2,1455,19,1,1941172,1981338,0.098592682,5.995886638,5.007803018,0.048530682,0.115634448
ENSG00000133302.13,SLF1,84250,5,1,94618669,94739436,-0.437676788,4.553660323,38.55682205,8.95E-05,0.001211149
ENSG00000133313.15,CNDP2,55748,18,1,74495816,74523454,-0.149034407,7.057867966,7.464928002,0.020651911,0.05983313
ENSG00000133315.11,MACROD1,28992,11,-1,63998558,64166113,-0.011517443,3.539727752,0.012520861,0.913063344,0.951401489
ENSG00000133316.15,WDR74,54663,11,-1,62832342,62841809,-0.231260202,5.375714575,17.85696529,0.00165684,0.009077348
ENSG00000133318.13,RTN3,10313,11,1,63681446,63759891,-0.305984057,8.246256135,14.30565152,0.003426395,0.015592625
ENSG00000133321.11,PLAAT4,5920,11,1,63536808,63546462,0.153966955,4.42316166,0.704264064,0.422479864,0.580365683
ENSG00000133328.4,PLAAT2,54979,11,-1,63552770,63563379,0.411608865,0.248614078,0.802294145,0.393085714,0.551869169
ENSG00000133392.18,MYH11,4629,16,-1,15703135,15857028,0.112599494,-1.847109486,0.047445785,0.831838187,0.900671154
ENSG00000133393.13,CEP20,123811,16,-1,15865719,15888625,-0.329356224,5.837951156,19.8662317,0.001145614,0.006959748
ENSG00000133401.16,PDZD2,23037,5,1,31639131,32110932,0.450451483,2.190613202,0.902044694,0.364059957,0.521661823
ENSG00000133422.13,MORC2,22880,22,-1,30925130,30968774,0.353259654,5.99100463,24.65952289,0.00052263,0.004022703
ENSG00000133424.20,LARGE1,9215,22,-1,33162226,33922841,0.5360277,2.803099302,9.63631984,0.010840507,0.036644282
ENSG00000133433.10,GSTT2B,653689,22,-1,23957414,23961195,0.259406119,2.725912612,1.912285278,0.19605068,0.333144335
ENSG00000133460.19,SLC2A11,66035,22,1,23856703,23886309,0.062796237,3.464997173,0.378716573,0.551690479,0.696151723
ENSG00000133466.14,C1QTNF6,114904,22,-1,37180166,37199385,0.060170649,5.238735283,0.142426729,0.713566323,0.822499261
ENSG00000133477.17,FAM83F,113828,22,1,39994954,40043534,-0.151461075,4.439479769,0.12744788,0.728323401,0.831158083
ENSG00000133488.14,SEC14L4,284904,22,-1,30488902,30505711,1.54109163,-0.463449402,6.479675351,0.037194965,0.093901107
ENSG00000133597.11,ADCK2,90956,7,1,140672945,140696261,0.34786465,4.873395334,26.86685553,0.00037788,0.003168122
ENSG00000133606.11,MKRN1,23608,7,-1,140453033,140479536,0.173901538,6.803314227,11.43105162,0.006741844,0.025536868
ENSG00000133612.19,AGAP3,116988,7,1,151085831,151144436,0.289585856,5.840992838,15.70449611,0.00254121,0.012506608
ENSG00000133619.17,KRBA1,84626,7,1,149714781,149734575,0.43692203,1.867523317,5.374074767,0.044840702,0.108816433
ENSG00000133627.18,ACTR3B,57180,7,1,152759749,152855378,-0.304950699,3.731072475,11.9378665,0.005942366,0.023197329
ENSG00000133636.11,NTS,4922,12,1,85874295,85882992,-1.754712473,8.499191541,4.044032251,0.074308205,0.161197176
ENSG00000133640.20,LRRIQ1,84125,12,1,85036314,85264457,-0.383158298,-0.983766453,0.19572567,0.669543185,0.790031063
ENSG00000133641.18,C12orf29,91298,12,1,88033846,88050160,-0.367933469,4.834122724,23.84801595,0.000591995,0.004384848
ENSG00000133657.15,ATP13A3,79572,3,-1,194402672,194498364,0.349122176,8.479327839,18.88240721,0.001367851,0.007891938
ENSG00000133661.16,SFTPD,6441,10,-1,79937467,79982614,0.081883052,-0.311650074,0.012089743,0.915069574,0.952663709
ENSG00000133678.14,TMEM254,80195,10,1,80078646,80092557,0.008786127,4.37458872,0.006441092,0.937576577,0.964492963
ENSG00000133687.16,TMTC1,83857,12,-1,29500840,29784759,0.237900754,4.599192694,0.256832868,0.623012915,0.754745263
ENSG00000133703.11,KRAS,3845,12,-1,25205246,25250936,-2.804039456,6.788804881,166.5277761,1.13E-07,2.86E-05
ENSG00000133704.10,IPO8,10526,12,-1,30628988,30695869,-0.511549885,6.779180983,117.8248869,5.96E-07,6.47E-05
ENSG00000133706.18,LARS1,51520,5,-1,146110566,146182696,-0.249179389,7.37491041,12.76450553,0.00486899,0.019964952
ENSG00000133710.15,SPINK5,11005,5,1,148025683,148137382,-0.093533426,1.628754848,0.017367078,0.898306934,0.942438984
ENSG00000133731.10,IMPA1,3612,8,-1,81656914,81686331,-0.75802828,5.521095628,32.69255695,0.000175269,0.001841189
ENSG00000133739.16,LRRCC1,85444,8,1,85107215,85146080,-0.868254537,4.186945266,4.645858879,0.055859372,0.129125718
ENSG00000133789.15,SWAP70,23075,11,1,9664077,9752993,0.250801571,6.192291864,17.76165645,0.001687254,0.009184665
ENSG00000133805.15,AMPD3,272,11,1,10308313,10507579,-0.890118765,4.395811393,46.02580011,4.25E-05,0.000734195
ENSG00000133812.15,SBF2,81846,11,-1,9778667,10294219,-0.156296008,5.681430781,6.761482453,0.025965079,0.071106071
ENSG00000133816.15,MICAL2,9645,11,1,12094008,12359144,0.24221769,5.457127659,4.030922391,0.071718964,0.156821654
ENSG00000133818.14,RRAS2,22800,11,-1,14277922,14364506,-0.317031757,5.941864989,25.91570042,0.000433456,0.003498899
ENSG00000133835.15,HSD17B4,3295,5,1,119452465,119637199,0.168063465,6.879061794,7.597062452,0.019806554,0.058031518
ENSG00000133858.15,ZFC3H1,196441,12,-1,71609599,71667725,0.265556161,5.790838153,12.40522073,0.005304172,0.021278516
ENSG00000133863.8,TEX15,56154,8,-1,30831544,30913008,-0.176887701,0.990168763,0.155448536,0.702303979,0.814082916
ENSG00000133872.13,SARAF,51669,8,-1,30063003,30083208,0.209636669,7.586731203,27.78373401,0.000332193,0.002887111
ENSG00000133874.2,RNF122,79845,8,-1,33547754,33567128,0.61304792,0.344205059,5.654225297,0.038151383,0.095871369
ENSG00000133935.6,ERG28,11161,14,-1,75649791,75660876,0.232909929,6.495985822,20.33921699,0.001054287,0.00653226
ENSG00000133943.20,DGLUCY,80017,14,1,91060333,91225632,0.503852614,3.711760446,48.8717664,5.53E-05,0.000882664
ENSG00000133958.13,UNC79,57578,14,1,93333219,93707876,0.034013052,1.579632764,0.002038979,0.964850143,0.980966614
ENSG00000133961.20,NUMB,8650,14,-1,73275107,73458617,0.029036717,6.605932805,0.399077575,0.541379063,0.68712425
ENSG00000133983.15,COX16,51241,14,-1,70325081,70416984,-0.151234238,5.300359028,9.359267843,0.011715308,0.03891278
ENSG00000133985.3,TTC9,23508,14,1,70641916,70675366,-0.002909208,5.15957521,0.000867661,0.977065706,0.98713786
ENSG00000134001.13,EIF2S1,1965,14,1,67360328,67386516,-0.464485027,7.421458608,29.09846266,0.000277676,0.002560326
ENSG00000134030.14,CTIF,9811,18,1,48539031,48863217,1.126646366,4.096568646,133.6044184,3.27E-07,4.61E-05
ENSG00000134042.13,MRO,83876,18,-1,50795120,50825402,-0.059929934,-2.182237163,0.007946608,0.931375712,0.961367008
ENSG00000134049.6,IER3IP1,51124,18,-1,47152834,47176364,-0.340423735,5.429757224,13.65245761,0.003964677,0.017390535
ENSG00000134056.12,MRPS36,92259,5,1,69217760,69230158,-0.099381351,4.804537431,1.264882896,0.286340542,0.438697418
ENSG00000134057.15,CCNB1,891,5,1,69167135,69178245,-0.580542849,7.934582592,51.51374875,2.62E-05,0.000536323
ENSG00000134070.5,IRAK2,3656,3,1,10164919,10243745,-0.405928995,4.952152959,13.444243,0.004157226,0.017894934
ENSG00000134072.11,CAMK1,8536,3,-1,9757347,9769992,0.12388639,2.353269926,0.076049184,0.788196943,0.871267297
ENSG00000134077.16,THUMPD3,25917,3,1,9362971,9386791,0.149876781,5.50835881,8.219324646,0.016345761,0.050051916
ENSG00000134108.13,ARL8B,55207,3,1,5122249,5180911,-0.722314418,6.624728048,144.9070037,2.21E-07,3.98E-05
ENSG00000134109.11,EDEM1,9695,3,1,5187646,5219958,-0.550735289,6.486204274,79.85019611,3.68E-06,0.000167404
ENSG00000134146.12,DPH6,89978,15,-1,35217345,35546193,-0.399257267,3.135246427,30.75156102,0.000223553,0.002199713
ENSG00000134152.11,KATNBL1,79768,15,-1,34140674,34210096,-0.587483071,4.62665977,60.59199388,1.28E-05,0.00034921
ENSG00000134153.10,EMC7,56851,15,-1,34084017,34101862,0.06154743,6.277059417,1.626506222,0.230294646,0.375218113
ENSG00000134184.12,GSTM1,2944,1,1,109687814,109709039,-0.205566217,1.35666388,0.183099664,0.685665596,0.801513836
ENSG00000134186.12,PRPF38B,55119,1,1,108692310,108702928,-0.027037903,6.416719585,0.134252393,0.721502924,0.827276726
ENSG00000134193.15,REG4,83998,1,-1,119794017,119811580,-1.034231755,0.728089583,2.443229983,0.175878666,0.3082094
ENSG00000134198.10,TSPAN2,10100,1,-1,115048011,115089503,-0.293509497,2.418907145,0.65452878,0.438780321,0.595516322
ENSG00000134202.10,GSTM3,2947,1,-1,109733932,109741038,0.211121585,4.770493507,0.416667305,0.532767837,0.680513656
ENSG00000134215.16,VAV3,10451,1,-1,107571161,107965180,0.457809562,0.321581259,0.247225916,0.630621479,0.760352555
ENSG00000134222.16,PSRC1,84722,1,-1,109279556,109283186,-0.43757016,4.683725762,14.54370767,0.003252329,0.014994148
ENSG00000134240.11,HMGCS2,3158,1,-1,119748002,119768905,0.762295035,-3.235328023,0.407591482,0.54581272,0.691032804
ENSG00000134243.12,SORT1,6272,1,-1,109309568,109397918,0.207640353,6.95901484,3.026797747,0.111743928,0.219911072
ENSG00000134245.18,WNT2B,7482,1,1,112466541,112530165,0.496579179,1.153762738,3.424329401,0.093201454,0.191010707
ENSG00000134247.10,PTGFRN,5738,1,1,116909916,116990353,0.402688447,6.083657119,33.42954364,0.000160275,0.001727535
ENSG00000134248.13,LAMTOR5,10542,1,-1,110401249,110407942,-0.183690555,6.103358123,1.980254777,0.188915289,0.324861418
ENSG00000134253.10,TRIM45,80263,1,-1,117111060,117122587,0.20085885,2.633462068,3.687752969,0.083006879,0.175563641
ENSG00000134255.14,CEPT1,10390,1,1,111139627,111185104,0.107705893,5.239892066,4.135312011,0.068668205,0.151584243
ENSG00000134258.17,VTCN1,79679,1,-1,117143587,117210960,0.73745415,2.747290293,2.241656186,0.16444022,0.293623409
ENSG00000134259.3,NGF,4803,1,-1,115285904,115338770,0.11349425,0.557000501,0.067784425,0.804468857,0.882857591
ENSG00000134262.13,AP4B1,10717,1,-1,113894194,113905201,-0.30092719,4.201098047,6.473348214,0.028612712,0.076737863
ENSG00000134265.13,NAPG,8774,18,1,10525905,10552764,-0.339972464,5.444644605,13.55850819,0.004050202,0.017610922
ENSG00000134278.15,SPIRE1,56907,18,-1,12446512,12658134,-0.110222844,5.740790346,1.22526201,0.293596015,0.446045316
ENSG00000134285.11,FKBP11,51303,12,-1,48921518,48926474,0.068355953,4.196128461,0.065549643,0.802988234,0.881882436
ENSG00000134287.10,ARF3,377,12,-1,48935723,48957487,0.004901068,8.295666852,0.007576454,0.932312139,0.961818567
ENSG00000134291.12,TMEM106C,79022,12,1,47963569,47968878,0.112078912,6.554420715,1.549987616,0.240810362,0.387111943
ENSG00000134294.14,SLC38A2,54407,12,-1,46358188,46372773,-0.236259619,9.077850695,4.702209231,0.054633271,0.12668721
ENSG00000134308.14,YWHAQ,10971,2,-1,9583967,9630997,0.088614456,9.250790216,3.206064615,0.102857656,0.206538732
ENSG00000134313.15,KIDINS220,57498,2,-1,8721081,8837630,0.376253589,6.618045911,29.62595028,0.000258855,0.002430706
ENSG00000134318.14,ROCK2,9475,2,-1,11179759,11348330,-0.372545874,6.985602509,97.10799617,1.48E-06,0.000105023
ENSG00000134321.12,RSAD2,91543,2,1,6865557,6898239,0.574134923,4.919535596,3.024888056,0.111843689,0.220015254
ENSG00000134326.11,CMPK2,129607,2,-1,6840570,6866635,0.341229389,4.433962566,0.601139151,0.455634658,0.610998849
ENSG00000134330.18,IAH1,285148,2,1,9473658,9496543,0.398020435,4.900860765,23.13259755,0.00066246,0.004711072
ENSG00000134333.14,LDHA,3939,11,1,18394560,18408425,-0.267140603,9.982968454,10.80621688,0.007913188,0.028822857
ENSG00000134339.8,SAA2,6289,11,-1,18239223,18248668,-0.528197691,0.530657714,0.281140575,0.609901309,0.744538291
ENSG00000134352.20,IL6ST,3572,5,-1,55935095,55995022,0.268445028,7.367978053,12.41974357,0.005285697,0.021227418
ENSG00000134363.12,FST,10468,5,1,53480626,53487134,-1.465885439,5.07272917,8.536724485,0.014863343,0.046632119
ENSG00000134369.15,NAV1,89796,1,1,201622885,201826969,0.308452408,5.320313883,5.593523649,0.039002274,0.097598013
ENSG00000134375.11,TIMM17A,10440,1,1,201955503,201970664,-0.440981907,6.694084922,48.64899801,3.35E-05,0.000628259
ENSG00000134398.15,ERN2,10595,16,-1,23690310,23713226,0.658806215,3.573233713,18.12972,0.002571131,0.012635991
ENSG00000134419.15,RPS15A,6210,16,-1,18781295,18790383,-0.111137251,8.845845235,1.161643149,0.305802032,0.45912187
ENSG00000134440.12,NARS1,4677,18,-1,57600656,57622213,-0.174932417,7.694909314,9.282875629,0.011971329,0.039501382
ENSG00000134444.14,RELCH,57614,18,1,62187255,62310249,-0.053962411,5.450256211,0.263612336,0.618518793,0.751207191
ENSG00000134452.19,FBH1,84893,10,1,5890203,5937594,0.098178612,5.787490453,3.302849472,0.098428328,0.199403261
ENSG00000134453.16,RBM17,84991,10,1,6089034,6117457,0.420136496,6.073353452,46.98438528,3.89E-05,0.000691593
ENSG00000134461.16,ANKRD16,54522,10,-1,5861616,5889906,-0.271426091,2.32737043,4.093458098,0.069871721,0.153690784
ENSG00000134463.15,ECHDC3,79746,10,1,11742366,11764070,-0.063273319,3.055933114,0.014817091,0.906415446,0.947553568
ENSG00000134470.21,IL15RA,3601,10,-1,5943639,5978187,-0.189291857,3.58519975,0.971266251,0.347024884,0.504382367
ENSG00000134490.14,TMEM241,85019,18,-1,23197144,23437961,0.12744833,3.154075516,1.014435269,0.336995186,0.494123825
ENSG00000134508.12,CABLES1,91768,18,1,23134564,23260470,0.659076978,5.308580313,22.64128843,0.000716703,0.004958618
ENSG00000134531.10,EMP1,2012,12,1,13196723,13219941,-0.985335152,8.354489611,53.5752249,2.21E-05,0.000482885
ENSG00000134533.6,RERG,85004,12,-1,15107783,15348675,0.156602524,3.07264928,0.09187771,0.768499722,0.859899243
ENSG00000134538.2,SLCO1B1,10599,12,1,21131194,21239796,-0.45584375,-1.762378355,0.560626304,0.928809939,0.960414916
ENSG00000134548.11,SPX,80763,12,1,21526296,21541249,-0.807002431,-1.661117972,1.064171044,0.32595959,0.482291139
ENSG00000134569.10,LRP4,4038,11,-1,46856717,46918642,0.511652659,3.650194829,2.437189101,0.148765913,0.271774926
ENSG00000134574.11,DDB2,1643,11,1,47214465,47239217,-0.070617344,4.40922094,0.895853776,0.365644423,0.523071224
ENSG00000134575.10,ACP2,53,11,-1,47239302,47248906,-0.090298178,5.580271192,1.285394996,0.28268321,0.434416285
ENSG00000134590.13,RTL8C,8933,X,1,135032355,135033546,0.113939223,5.243579124,4.51292184,0.058888658,0.134344574
ENSG00000134594.5,RAB33A,9363,X,1,130171962,130184870,0.807730947,-2.241906871,1.298793176,0.99084228,0.994605908
ENSG00000134597.16,RBMX2,51634,X,1,130401987,130413656,-0.411926613,4.693270466,62.30394096,1.13E-05,0.000322078
ENSG00000134602.16,STK26,51765,X,1,132023302,132075943,-0.273851664,5.940630585,22.20162441,0.000769807,0.005245489
ENSG00000134627.12,PIWIL4,143689,11,1,94543840,94621421,-0.404338389,0.69635157,0.639217685,0.442102872,0.598599207
ENSG00000134644.15,PUM1,9698,1,-1,30931506,31065991,0.076862992,7.032970747,4.07097495,0.070528998,0.154814393
ENSG00000134668.12,SPOCD1,90853,1,-1,31790422,31816051,-0.164026373,2.579965526,0.35342166,0.565055532,0.706510377
ENSG00000134684.10,YARS1,8565,1,-1,32775237,32817380,-0.383959804,7.371320293,12.81671402,0.004809382,0.019799093
ENSG00000134686.18,PHC2,1912,1,-1,33323623,33431095,-0.746054131,6.836742293,56.73210449,1.71E-05,0.000416742
ENSG00000134690.11,CDCA8,55143,1,1,37692481,37709719,-0.610234249,6.483163922,62.53156225,1.11E-05,0.000319972
ENSG00000134697.13,GNL2,29889,1,-1,37566816,37595937,0.110663149,6.365020086,1.930706151,0.194082293,0.331015772
ENSG00000134698.11,AGO4,192670,1,1,35808016,35857890,0.940827777,4.244387642,70.78710857,6.37E-06,0.000229991
ENSG00000134709.11,HOOK1,51361,1,1,59814786,59876322,-0.892321415,6.143232687,3.395154997,0.094424413,0.193169324
ENSG00000134716.11,CYP2J2,1573,1,-1,59893308,59926773,0.846355051,2.216920823,4.213869574,0.066477652,0.147806906
ENSG00000134717.18,BTF3L4,91408,1,1,52056199,52090716,-0.672173935,6.298317835,71.52806454,6.08E-06,0.000224421
ENSG00000134744.14,TUT4,23318,1,-1,52408282,52553487,0.087431536,5.884809566,1.72760363,0.217328927,0.359478127
ENSG00000134748.13,PRPF38A,84950,1,1,52404602,52420836,-0.587368189,6.021418025,135.9211631,3.01E-07,4.39E-05
ENSG00000134755.16,DSC2,1824,18,-1,31058840,31102522,-0.093231411,6.084145638,1.216994846,0.295142612,0.447465357
ENSG00000134757.5,DSG3,1830,18,1,31447741,31478702,-0.8291739,5.333452081,0.737539371,0.414663074,0.573299592
ENSG00000134758.14,RNF138,51444,18,1,32091874,32131561,-0.526587104,5.070406949,112.2482323,7.50E-07,6.93E-05
ENSG00000134762.17,DSC3,1825,18,-1,30989365,31042815,0.680961645,1.018580234,2.036018762,0.186431635,0.32159946
ENSG00000134765.9,DSC1,1823,18,-1,31129236,31162856,0.943683812,-2.780146264,1.838862011,0.236251339,0.382065738
ENSG00000134769.21,DTNA,1837,18,1,34493291,34891844,-1.483406768,3.01864949,4.190351222,0.073727303,0.16028946
ENSG00000134775.15,FHOD3,80206,18,1,36297714,36780055,-0.232417317,4.024643351,0.887649033,0.367760429,0.525347237
ENSG00000134779.15,TPGS2,25941,18,-1,36777647,36829216,-0.179142014,6.11907437,6.135739262,0.032145233,0.084182854
ENSG00000134780.10,DAGLA,747,11,1,61680391,61747001,1.055580745,4.587852943,38.7686077,8.75E-05,0.001198934
ENSG00000134802.17,SLC43A3,29015,11,-1,57406954,57427580,0.131863871,2.674430679,0.06887329,0.798176376,0.879241582
ENSG00000134809.9,TIMM10,26519,11,-1,57528464,57530803,-0.308857573,5.228389783,17.36928968,0.001819726,0.009711551
ENSG00000134815.19,DHX34,9704,19,1,47349315,47382704,-0.108645278,5.391241517,4.008993572,0.072381001,0.158098936
ENSG00000134824.14,FADS2,9415,11,1,61792980,61867354,0.456186607,7.007437742,24.38282042,0.00054513,0.004132878
ENSG00000134825.15,TMEM258,746,11,-1,61768501,61792802,-0.186183864,6.07131593,1.109794309,0.316293213,0.471382
ENSG00000134827.8,TCN1,6947,11,-1,59852800,59866489,-0.978208322,1.988420939,24.05877823,0.000773482,0.005265299
ENSG00000134830.5,C5AR2,27202,19,1,47332175,47347329,0.21457466,-1.703275707,0.051713019,0.924854501,0.95813243
ENSG00000134851.13,TMEM165,55858,4,1,55395957,55453397,-0.017175681,6.822818178,0.043541472,0.838791706,0.904889813
ENSG00000134864.10,GGACT,87769,13,-1,100530164,100589528,1.163843427,0.995191786,7.710140947,0.019116177,0.056542293
ENSG00000134871.18,COL4A2,1284,13,1,110305812,110513209,-0.563807826,3.795477875,7.963311556,0.017673176,0.05322079
ENSG00000134873.10,CLDN10,9071,13,1,95433604,95579759,0.066857059,1.559478227,0.015676617,0.904282083,0.946020373
ENSG00000134874.17,DZIP1,22873,13,-1,95578202,95644706,-0.00466012,3.319107493,0.000222965,0.988372687,0.993002539
ENSG00000134882.15,UBAC2,337867,13,1,99200774,99386504,0.318203773,6.213192826,34.88798805,0.000134881,0.001550978
ENSG00000134897.14,BIVM,54841,13,1,102799119,102841533,0.178219583,4.265826821,4.833350412,0.051905395,0.121542396
ENSG00000134899.20,ERCC5,2073,13,1,102845831,102875995,0.179495315,5.392834844,5.309046035,0.043312944,0.105948473
ENSG00000134900.12,TPP2,7174,13,1,102596986,102679958,-0.061030859,6.113656857,1.170040968,0.304149877,0.457337333
ENSG00000134901.13,POGLUT2,79070,13,-1,102784281,102798976,0.812017315,3.350579221,42.84062909,5.76E-05,0.000910467
ENSG00000134905.17,CARS2,79587,13,-1,110641412,110713603,0.39265354,5.473240188,15.9409131,0.002420182,0.012079688
ENSG00000134909.18,ARHGAP32,9743,11,-1,128965060,129279324,-0.140673853,6.604498316,2.408288864,0.150957574,0.274685987
ENSG00000134910.13,STT3A,3703,11,1,125591712,125625215,0.194691041,8.318044782,8.113545153,0.016879086,0.051302853
ENSG00000134955.11,SLC37A2,219855,11,1,125063302,125090516,-0.446798274,3.963483345,3.20533253,0.106058476,0.211360004
ENSG00000134970.14,TMED7,51014,5,-1,115613210,115632992,-0.003248604,7.618744157,0.004340396,0.948737568,0.971248427
ENSG00000134982.17,APC,324,5,1,112707498,112846239,-0.001373972,5.826120468,0.000456001,0.983372545,0.990236846
ENSG00000134986.13,NREP,9315,5,-1,111662621,111997464,-0.158539362,2.284479591,0.602977959,0.454965322,0.610503476
ENSG00000134987.11,WDR36,134430,5,1,111091716,111130502,0.082417883,6.204441631,1.52654345,0.244162362,0.391098473
ENSG00000134996.11,OSTF1,26578,9,1,75088514,75147265,-0.277502326,4.790342616,8.248474837,0.016202384,0.04975702
ENSG00000135002.12,RFK,55312,9,-1,76385526,76394517,-0.03582906,5.439091318,0.363837672,0.559474181,0.702082456
ENSG00000135018.14,UBQLN1,29979,9,-1,83659968,83707958,-0.184284981,7.908735553,20.80763503,0.000972304,0.00617559
ENSG00000135040.15,NAA35,60560,9,1,85941146,86025462,-0.033288812,5.374844881,0.348311271,0.56783538,0.709207172
ENSG00000135045.7,C9orf40,55071,9,-1,74946583,74952912,-0.188762846,4.001814648,6.016635797,0.033516676,0.086717258
ENSG00000135046.14,ANXA1,301,9,1,73151865,73170393,-0.903593675,8.939002019,103.4152934,1.10E-06,8.69E-05
ENSG00000135047.15,CTSL,1514,9,1,87724051,87731469,-0.275465627,6.630530293,16.22259367,0.002284883,0.011641081
ENSG00000135048.14,CEMIP2,23670,9,-1,71683366,71816690,-0.204917698,7.469351922,3.903989229,0.075658067,0.163622231
ENSG00000135049.15,AGTPBP1,23287,9,-1,85546539,85742029,-0.102013449,4.404790927,2.652347265,0.133666195,0.25103122
ENSG00000135052.16,GOLM1,51280,9,-1,86026146,86100173,0.151761504,8.360815036,2.728296976,0.128806162,0.244165799
