Geneid	HISAT2 on dataset 210 and 211: aligned reads (BAM)	Length
284427	106	1736
79085	14420	4626
92359	28	1545
79958	63	2819
10382	5338	2722
8744	381	1688
970	45	913
8740	0	4949
718	75	5132
56927	4460	2388
102465474	10	67
9322	7794	2505
10045	19	3052
7409	2	2960
2015	2	3520
326342	3	2732
497049	0	1463
284428	0	861
653656	0	861
125997	0	774
653657	0	922
79230	507	6002
3643	3243	9876
23370	5412	8608
100128573	2	525
92960	281	2109
374877	36	2215
140467	4183	2101
57192	1865	2098
10908	22157	5028
57662	1491	4185
102465475	0	67
56949	3070	2655
100131801	886	429
126006	7	1540
6813	46	2543
56729	0	478
199675	2	1308
126003	5305	850
2208	0	1886
339390	0	1360
30835	2	4460
10332	4	2499
440508	0	1935
115704	4386	3848
80164	77	4518
388499	1	1614
80131	2183	4571
5609	3729	3546
100507588	142	2501
6618	2216	1688
404217	2174	1263
10469	7656	2000
1994	10243	6210
6370	6	1183
84467	7	9234
79603	2308	3469
51293	10050	1251
4701	2669	585
6234	16845	382
256949	204	3370
51129	1020	1959
100507567	181	1022
100847049	0	91
9230	3683	1629
51257	1414	1714
4670	33002	2881
84106	9	2411
84330	493	1558
4542	141	4236
81794	310	6201
105372267	0	1652
284382	0	1434
284383	0	1056
148156	1291	4166
85509	0	748
94025	1	43816
125963	0	942
390882	0	1038
125962	0	936
390883	0	939
57693	3790	4386
162998	0	3224
125958	0	1022
26648	0	1020
374879	444	3901
84527	509	3568
100529215	4	3252
7730	0	2742
105372342	0	883
10781	1220	4147
105372269	101	2572
147741	0	3090
79088	1313	4005
101928238	56	853
7675	390	2101
93134	2992	4934
284385	128	1834
54811	2664	6497
729648	0	3444
162993	419	3219
100505555	0	911
54850	1291	2323
59286	4579	531
5300	5545	1237
93145	641	2314
50509	568	6241
50700	0	1714
105372271	0	1160
100847093	0	60
388503	0	3764
55337	1132	2575
83854	23	2997
56342	291	1728
692312	0	3270
692229	0	85
100113382	0	92
5032	185	1977
8666	9836	1127
1786	18136	5504
9294	454	4119
100422925	0	73
51073	7061	2404
3383	31	3246
3386	23	1489
7087	3723	3074
100125288	188	1980
112812	1254	846
125950	7505	4136
3385	546	2237
7297	8058	4855
11140	16655	1826
100302213	0	81
5141	918	6054
9817	5736	3093
53637	2432	2510
84971	1671	2052
100302226	0	83
65095	5148	3010
1032	311	1423
10053	4	1779
57153	13838	3676
147727	2189	2011
3609	44134	7474
81890	3898	1334
1785	13285	3805
693223	0	100
100616425	0	82
406976	0	71
102466737	0	63
11018	3180	1969
255809	50	1472
10498	13245	3304
78992	2941	1926
90580	1293	1397
6597	25920	6147
3949	8065	5284
102465534	0	61
147841	996	2168
25959	6907	5232
57572	3890	6904
55908	6	872
26526	0	1429
9545	4144	4273
374882	6807	1376
126075	184	1347
64748	5627	2743
126074	482	1662
2057	464	2691
57139	1388	2561
115948	316	2254
5589	37922	2779
1995	14	5023
115950	384	2240
102465856	0	79
51295	6182	1819
1264	6	2254
84337	2978	1019
54	16	2167
199692	1352	3101
664709	346	1354
401898	73	2000
55552	511	2459
126068	603	4448
126069	2	3684
126070	1264	4614
90594	5	3012
7620	2	4860
90592	859	2901
284390	23	2639
163059	161	3047
729747	45	2172
284391	4	2835
388507	0	3768
100529855	4	3418
7568	0	3061
90589	75	1699
7695	756	3128
100289333	11	372
101060181	0	2387
51710	404	5088
147837	144	3664
79973	179	3008
105372277	9	2379
90576	177	3279
10224	187	3452
163051	405	4899
163050	660	2948
57474	498	6098
163049	1281	2495
4125	5707	3227
84292	554	1505
51398	1304	861
1725	2063	1635
105372280	6	1142
84261	798	1964
30000	7687	5452
26810	0	70
79002	7812	910
439	11694	1280
54831	0	2126
29911	1289	4003
100847071	0	65
3726	5814	1816
7001	19974	1038
10535	4116	1514
83546	122	2772
22983	1251	5390
102466196	0	68
1777	8875	2008
10661	0	1704
2639	3771	3060
256126	108	1054
100847016	0	85
2193	8922	1853
811	102250	1911
102466659	0	57
5886	8260	1821
90480	5031	763
199699	4	1732
4784	8904	6775
4066	171	4201
55621	4052	2814
112939	20893	4727
8677	4077	2401
9592	8164	2050
773	144	8743
81576	1495	2295
84245	2574	3411
28974	7199	910
65249	980	4742
284454	317	1774
407013	0	73
407018	2	78
407010	4	73
406957	0	110
574457	0	137
342977	120	1688
79173	47	3689
54862	4433	3640
79883	1363	3616
90379	3242	2258
5989	1745	5628
117579	2	452
9466	10095	2673
342979	150	2436
113230	259	1365
102466515	0	119
646457	6	1478
90378	2978	1299
5566	11760	3415
55723	6550	1731
100507373	162	2888
22859	14308	8301
976	13677	3492
10212	5766	1858
5585	20396	3326
5731	19	1421
10755	12148	1949
3337	23928	3305
9524	19480	1402
693224	0	98
4713	3661	624
388512	0	2801
84658	2	2423
84449	453	9199
30817	107	7732
26664	0	3494
26659	0	2891
390892	0	930
26333	0	930
26658	0	960
6511	0	4185
126402	0	1751
23581	0	3219
126370	0	1068
85360	2923	3303
10994	7659	2867
4854	6571	8071
102465476	0	68
79852	0	1938
23476	11157	9150
10270	2914	3543
26993	4588	2770
58525	8172	7872
100302127	0	61
64926	0	3331
114770	4	2721
126410	293	2948
11283	0	4285
4051	0	3276
66002	2	5681
26538	0	1029
26532	0	951
388514	0	2470
284433	0	948
26539	2	1205
652995	7131	2314
102724279	2	450
8529	2	2406
57834	44	3395
126541	0	951
126536	2	3342
148231	0	1815
7171	17261	5132
4218	4124	2930
84941	19	3238
117286	0	762
26017	5481	1689
8907	6068	2712
10365	2640	1655
58513	3049	5152
125972	0	1292
84167	615	3903
10523	5593	4095
79939	7617	5093
9441	1134	3184
79086	2064	1979
79041	1686	1639
284434	0	8593
23309	5487	5557
9002	1	2731
27151	81	7304
93323	1195	1531
4650	12269	7747
55850	657	856
79629	670	1170
2063	6305	1804
83878	0	2805
29086	8017	1498
126549	53	3218
79575	1225	2090
64981	1835	1177
79016	2523	4078
57719	2379	4152
84705	1840	2839
83483	2	2304
105372343	5	891
684	1814	1019
105221694	63	2085
93343	4636	1763
100130519	185	2023
115861	34	908
376497	2437	3885
25796	5447	1740
199786	44	3700
79709	35958	3784
23025	4610	10116
55201	4252	3669
23149	691	3512
10331	0	2833
3640	14	900
3718	127	6186
6142	53388	671
26780	23	133
6528	38	4361
115098	5817	1083
3780	130	2932
27106	1607	2945
3594	0	4112
23031	2322	7182
5296	12862	4015
10437	6005	1028
84769	901	1360
5864	213	1669
5143	79	6345
729966	2	687
80726	145	4447
3727	8209	1963
100422833	1	85
25804	10939	1825
54858	2039	7253
9518	179	1200
100422943	1	73
126364	0	2430
170463	7401	3372
51477	11381	2932
8178	2177	4448
23770	23732	1954
79036	3999	2808
7311	30177	3823
55049	902	1100
9244	4266	2182
25789	1975	1712
55295	1571	3122
23373	1576	6992
1311	0	2452
5976	14874	5380
10715	231	3752
2657	0	2564
11316	12652	1277
54555	4180	1912
9454	2569	2727
10147	8863	6361
93436	2685	3314
284439	843	3521
54929	5848	2039
4207	0	2242
100271849	3	1451
729991	255	2130
8625	3813	1744
126382	626	1317
1463	10	6415
404037	0	3440
53345	0	1483
57794	2274	2156
23383	4664	5603
54815	9898	6370
693225	0	96
83983	226	1442
51079	7086	542
374887	385	2438
148113	66	4199
80714	156	2414
9170	578	2872
51291	1867	3541
57130	13519	4523
94039	1053	4748
7561	741	3197
284440	357	2372
440515	127	3324
56242	1115	3369
81931	46	3333
91120	119	6298
7643	0	3753
90649	0	3897
105372315	0	3529
102724436	0	1140
664701	0	636
100302179	0	83
100129842	745	8983
199777	0	6834
7639	2	4386
80264	950	3928
148206	920	8830
170959	807	4859
7562	783	4215
148203	296	11721
284443	321	6642
400680	0	3760
353088	697	2361
400682	0	2795
163227	2	6607
641367	0	2694
7594	0	8061
7757	0	9088
113835	0	3750
163223	0	3822
100287226	0	3835
148198	0	2362
105376917	0	9215
101929124	0	3355
100128139	0	613
440518	0	2033
100996349	0	486
374890	0	1112
57615	0	4245
7652	0	7881
388523	0	2809
101929164	0	1024
101929144	0	1838
100129543	0	2367
440519	111	568
100132815	1281	5511
7644	2403	5516
104472717	695	2564
171392	822	2861
148213	677	6497
388524	3631	1397
101929206	40	2721
730087	2	1964
100505851	0	1115
9534	1664	5546
100101266	4	1255
105376906	0	1865
148189	203	2051
101927151	558	2013
100420587	0	3127
101927210	0	1269
102724908	0	4453
148145	0	3444
102724958	0	1079
100505835	0	1948
7386	11894	1224
284395	0	2582
342865	0	2894
10775	3711	2594
79156	315	3369
83636	2298	5181
898	2305	2047
8725	6723	3571
9745	16	9339
57616	26	4913
105372487	1	928
101927277	0	5676
100507527	0	3230
100996665	0	1271
101927411	0	2908
22847	3264	7718
400684	21	951
147991	1516	6593
9141	4005	1566
84079	6029	4472
390916	4730	3314
388531	134	2894
91646	29	5260
11136	0	2175
84902	1780	2811
91442	341	1604
85415	2674	3531
55094	1438	3483
126248	164	2267
100189006	0	74
4037	5482	3743
56301	0	2357
1050	1496	2631
80054	431	2201
1054	2295	3860
5184	6966	2010
64377	1	4630
79047	2102	5111
26065	120	5116
9710	909	6747
2821	59080	4983
84306	1109	1158
10054	10719	2946
126374	1635	3092
643719	16	602
284402	62	5441
100130342	0	180
55900	2039	3921
339318	1034	4213
148103	180	3115
400685	52	2080
100652909	0	471
102723513	15	428
90075	582	3169
126375	369	4121
57655	7532	5213
6324	166	2028
3249	0	2670
100128675	0	4617
5349	5	2486
102466205	0	65
163175	0	4392
5348	0	1061
53822	2	713
53827	3571	4876
148109	6	1179
51599	362	2278
7392	7744	4304
57817	6	427
4099	2	2533
933	487	3295
100847070	0	115
2864	0	923
2865	0	1991
100128682	0	3312
2867	0	2053
388533	20	493
93099	141	3065
374897	44	1986
26330	375	1492
100506469	286	1627
10430	4101	966
495	52	3559
102723617	0	374
23354	3760	4449
79171	10563	1650
2116	42	2119
1340	8365	590
11045	106	1368
100862728	34	795
27033	73	2523
9757	11253	8542
79713	174	1196
199746	247	1270
55851	2114	834
55957	474	1150
126393	25	1460
148137	1054	3184
115703	694	6370
644050	6	2191
58510	0	1677
4868	28	5024
84063	873	3403
333	4938	2450
84807	408	4137
10870	34	507
7305	16	591
79414	2359	2515
105372384	2	1580
644096	553	1131
163183	164	1664
84964	963	1668
101927572	20	677
25999	147	3628
199745	423	1826
284403	2780	4969
728361	4	1972
5438	1690	872
1155	4817	1577
826	26116	2083
1346	4	762
147929	168	2533
7705	8708	3857
105376900	0	1701
105376907	0	1816
100134317	0	597
100506930	1	2125
57677	661	7810
284406	303	4256
644189	0	1724
84924	1144	5652
728752	124	1414
339324	3392	5582
57711	546	9528
101927599	212	1846
84911	69	2827
92283	507	4645
101927621	87	880
163081	614	3584
342892	512	7721
728485	92	1885
284408	80	1054
388536	428	3099
25850	230	4604
374899	177	5343
374900	174	5991
147923	665	5450
199704	1201	7090
92285	1369	6210
163087	447	4807
101927667	18	2070
284412	2	2344
284459	1709	2929
84503	507	5466
148266	1143	4826
148268	400	3005
101927720	73	878
390927	1188	8970
100507433	31	3333
163255	66	3532
51276	186	2994
22835	1420	6267
163115	27	3381
84775	1081	4610
126231	261	3834
644554	0	1058
100631378	0	1716
83889	5	9352
23094	3377	8682
8193	378	2679
94274	40	777
10653	4335	1802
90522	6437	3286
64073	0	461
9424	958	3651
57828	86	4388
5714	10893	1539
199720	46	2560
399473	357	5465
147965	779	1275
115727	16	3218
6261	20	15391
11184	61	2932
27335	10070	1546
81	42787	4117
147968	145	3398
3963	0	494
653499	8	489
3960	12	1723
1891	14084	1263
3191	32195	3642
126432	44	3638
22933	3936	2648
4793	1217	2390
643669	16	1997
54938	1460	2136
6183	3516	1324
115290	3203	2442
126433	2251	2362
390928	0	3063
10298	5563	3497
342897	0	2421
342898	0	482
282617	6	1301
101180976	0	1637
282616	5	1197
282618	14	856
57622	2229	3319
9535	44	659
55095	8847	13819
54623	4789	2358
55588	4783	3567
7538	837	1752
100616163	0	56
100189324	2	74
64857	1024	8538
6217	57464	727
6829	15088	3870
92609	10127	4791
10683	126	2383
348303	0	1704
126272	843	1335
163126	1891	1393
29124	0	765
100129935	0	1831
148003	0	624
400696	0	1130
56891	0	1083
1178	0	633
342900	0	672
9149	219	3192
102465974	0	87
2091	11607	1165
8857	458	12832
5704	9865	1914
339327	512	9392
163131	1510	11759
284323	2062	9473
4294	1522	3922
148014	11	843
79935	15	2222
208	11521	6444
693226	14	99
126526	863	2793
23646	14273	2671
102465477	0	62
147746	3	2495
57716	801	5525
29950	1937	1205
29946	2489	2082
105372489	23	986
645	8599	856
57731	2098	10005
92799	4185	2426
8425	1793	6089
9253	2560	3735
79934	2964	3115
80271	1161	3508
284325	1538	3549
6626	7791	1629
8190	0	670
100529262	0	1394
100529264	0	2849
53916	0	1189
112398	5	2365
1548	5	1764
1549	0	2291
22952	0	2511
1556	0	2910
1555	0	3417
1553	0	1760
1572	0	2625
105376908	0	1971
29785	54	2624
558	12912	4900
11100	18637	4913
90324	2807	3902
7040	3204	2586
80776	185	1541
641649	102	1424
56915	2279	994
593	6268	1774
374907	18	3025
55101	3184	2138
100170765	0	946
100505495	2	3472
101927931	0	478
90273	0	5650
1089	0	3279
1087	0	2399
1048	0	3516
4680	0	2703
1084	0	1670
147719	0	4837
63946	0	2405
6223	73925	849
102465478	5	72
973	53	1258
9138	4040	3781
390937	53	1854
10567	8000	807
478	3703	3771
2901	113	8011
64763	1702	3567
5452	25	7251
100505622	0	685
100422980	0	69
162989	2116	3000
116115	2116	4202
2931	5911	2179
2077	5843	3286
23152	12260	8518
5050	2393	1232
284338	189	1979
284339	2348	2282
1954	14240	11167
102465875	0	75
84518	209	675
101930071	0	292
100996307	44	2924
3991	13	5162
284340	0	853
634	44	3612
1088	0	2653
5671	0	1908
440533	0	2484
100289650	0	1873
653492	0	1742
5669	0	2979
5675	0	1843
5676	0	2038
5680	0	1609
5673	48	2919
5670	2	1612
5672	19	2543
284344	2	1721
5678	91	2835
23574	0	493
57126	1	2222
83639	0	1778
27076	25	1706
653583	834	3623
23474	1547	1123
284346	129	2561
7515	5510	2102
390940	11	1350
126298	2323	9851
79177	729	2057
126299	1803	1561
100170229	23	2398
199731	1914	2179
5329	324	2735
105372412	2	1509
56269	0	1815
56006	1331	3687
3783	6425	3236
284348	7	3014
284349	594	2963
342908	533	1851
100505715	238	2191
105376909	23	825
7596	1281	4152
7638	174	2458
7711	308	3219
101928063	88	2216
7773	411	4138
7673	349	1722
7766	340	2419
342909	225	2761
7767	373	4030
100379224	32	3361
7768	628	5015
10780	859	5586
7769	1070	3562
7770	1500	3613
353355	378	2827
9310	449	3872
7771	544	3735
26974	247	2932
7772	2	5667
7733	711	7343
125931	4	3901
388550	0	3016
147710	2	1761
5817	6081	6097
100616355	0	47
56971	102	2982
388551	2	2326
105372417	53	2151
602	1435	2235
102465879	0	65
23624	8	1888
4059	5235	3431
5819	10671	3575
10452	9969	1890
348	109	1460
341	1968	626
342	3	939
100533990	0	1829
346	0	615
344	0	729
1209	15745	2841
5971	262	2279
11129	2427	2316
162979	352	1586
79760	1534	2037
284352	3453	3280
284353	84	7575
79090	1371	811
388552	851	3056
90332	8	1719
57787	4001	5243
1158	0	1658
147700	1289	2100
2068	6439	3084
10848	154	3178
10849	335	3292
2067	5830	4406
102464836	0	51
2354	287	3776
7234	0	86
6253	3023	2288
147699	201	2216
7408	11166	2297
80207	3095	10879
2828	14	3048
24139	2194	3524
442902	0	94
100287177	111	1083
2696	149	2337
693227	0	97
100500845	0	77
6633	15920	994
54814	1883	2417
23403	1113	2990
388553	20	3250
147912	2152	3331
1760	1866	3705
1762	2698	3308
81492	0	2503
8189	12090	4760
3171	2	1989
26145	3248	2564
339344	1226	2297
339345	0	1565
4858	1821	8538
729440	262	4787
768217	0	118
8993	1	953
444882	6	1070
400706	0	3226
147920	0	4748
388555	0	901
645553	10	1644
93429	0	1635
374918	2	769
64344	2	6397
5536	5533	2232
83987	0	3334
55228	3195	3767
100506012	35	3137
57469	2	4722
808	42483	2259
5739	8	2816
94235	0	909
147906	182	2957
100506068	0	1666
25865	2282	3920
100422913	2	53
29888	10425	3734
79147	1595	4468
6510	15216	3968
100170220	0	120
1175	9421	1271
2909	16669	9225
4861	416	2885
54958	1411	739
23211	7745	7722
10055	21878	3075
27113	701	2499
100422899	0	80
100422832	0	76
26093	1209	2078
255783	268	936
728	31	2448
27202	4	2281
9704	3040	5684
56917	1299	3513
6543	470	5116
11133	870	3581
100505681	21	656
8775	4390	1950
84215	0	5677
29998	1737	6523
30846	2787	3584
29997	12807	1522
692091	79	110
6415	3625	876
284355	0	1839
1406	0	4467
6822	0	1987
100126800	0	122
100170223	0	120
100126798	0	122
100169951	0	121
100170218	0	120
100126799	0	122
100170219	0	120
100169959	0	122
100170226	0	119
100170225	0	120
100131137	0	906
64100	0	1063
56344	1	1889
8605	446	3332
3978	4044	4388
374920	1442	4637
22900	1904	8494
100505812	55	1964
163071	48	2959
93233	224	4764
2014	9957	896
55260	661	2560
23546	4	1489
10945	32964	1925
2906	167	5329
83743	5930	2456
3770	497	2851
9266	5053	5016
114783	352	5332
6820	198	1515
54854	54	3335
171169	2	972
6141	68190	887
56848	1214	3750
1628	5322	1811
770	5384	1653
653677	41	2649
126147	208	3459
2524	98	3099
284358	159	2381
54922	85	3641
284359	4	2986
2523	4	4343
26291	8	1312
587	9566	2080
51171	108	1263
57664	5601	3259
23645	2626	2383
7288	8	2252
4924	16838	2579
100874085	0	433
27294	160	1081
581	6016	1305
2512	248873	871
2997	9520	3618
10856	15698	2494
102466738	0	67
3972	27	621
101059948	4	492
1082	0	919
100170228	0	119
114336	0	1061
114335	0	732
100126780	0	128
93659	0	880
94115	4	887
94027	21	2190
105376902	15	1225
4909	70	2339
3743	14	4372
6625	15922	2287
64130	379	755
55150	65	744
8541	3503	4742
3270	0	2385
54795	1191	4096
28968	315	3313
100422979	9	72
951	352	1893
8463	2728	2842
27120	190	1519
101928295	32	3263
147872	0	4559
100507003	0	1999
113091	6	496
57030	217	2976
55011	2632	1246
126133	5424	3173
2323	157	1406
23521	164364	1181
26819	62	82
26818	7	83
26817	1	66
26816	61	86
6205	49482	646
84546	35	88
406942	3	84
2217	2289	2142
57333	122	2048
51070	4504	1545
5639	80	1674
57479	3286	6943
6237	2236	983
58506	11656	4746
3661	4505	2647
83596	3651	1904
3276	22505	2604
100847074	0	79
199800	221	2112
126129	694	3706
60385	8	1958
160	17156	3740
102465479	0	69
80199	1855	2417
81857	4165	4148
102465480	0	82
100506033	3	2149
53635	4104	4823
100616313	0	61
101928378	158	1101
11284	2342	1721
84335	9374	3010
79735	2909	2735
100616314	3	56
259307	28	2498
23636	6025	3621
22809	5876	3069
100616483	0	74
114132	4	3166
400709	29	1609
51231	2115	3297
25888	1205	5264
400710	2	1436
100287477	2	2118
100169956	0	121
100191063	0	121
100169952	0	121
100169957	0	121
100169953	0	121
100169958	0	121
100169955	0	121
100170216	0	121
100169954	0	121
100170224	0	120
100170217	0	120
100170227	0	119
126123	0	944
79784	953	7217
3748	1294	6364
256236	1	1330
9476	189	1906
7376	3638	2090
5424	6224	3626
6689	6	3531
4606	3	3598
112703	27	1418
284361	3417	3588
126119	2404	1041
554235	31	1257
94030	393	5334
100126781	0	123
84258	55	4345
342918	22	1229
50944	32	9632
6320	19	1407
2854	2	1269
93650	26	1347
84798	4371	2246
692203	34	97
692202	1	97
692204	1	97
284365	2	936
3816	0	1857
55554	9	2856
354	2	1924
3817	0	3669
606293	0	1125
9622	0	1510
25818	921	1567
5653	24315	1711
5650	4797	2135
11202	583	1148
284366	6	1438
5655	292	3450
11012	6	1795
43849	4	2126
26085	6	1258
43847	7	1245
90353	499	2107
27180	0	5428
27036	0	1761
101928517	0	1763
284367	0	1565
102465873	0	81
945	2	1812
284369	0	2602
402665	12	3100
147645	297	3674
2109	8561	1450
125875	69	1641
4818	2	853
3982	0	984
147646	0	1447
89790	45	3394
100129083	6	729
27181	0	2949
729767	0	1579
89858	0	2358
946	0	2268
105372490	0	957
7728	782	6557
729975	52	1701
8778	0	3069
100049587	2	2577
102238594	65	3962
407056	0	70
406887	0	79
406910	0	86
147650	233	1964
3036	9	2111
2357	0	1371
2358	0	2493
2359	0	2987
84765	409	5294
101928571	3	580
65251	586	4213
79898	482	2727
101669766	8	726
59348	298	2385
284370	1064	4683
80110	1478	4676
9668	487	4651
284371	737	5593
90317	1098	3047
162962	154	3621
5518	40069	2509
102466984	0	79
90321	1801	3366
693228	1	97
147657	2354	5194
162963	295	2809
400713	120	2264
102724105	153	1322
84436	1105	4706
147658	0	2958
147660	0	7266
388558	485	3440
55762	220	5599
7696	119	2484
55769	1455	5797
81856	836	4713
162966	6	4309
7576	343	4946
90333	1064	4286
162967	0	6191
388559	113	2875
399669	0	2334
100529240	0	2680
125893	209	2757
79986	0	2997
147664	0	2490
100271846	0	2482
90338	2114	7177
55786	12	3531
84671	631	6667
79788	0	3905
390963	0	3155
342926	0	3923
317701	0	1311
317703	0	1058
646508	0	496
112401	0	2022
91664	1081	4448
170958	44	6096
91661	717	6927
388561	704	4688
147804	77	2932
126017	0	4188
55422	618	8533
284379	0	1225
503834	0	957
574458	0	84
574459	0	98
100302255	0	73
574460	0	124
574461	0	87
574462	0	83
574463	0	84
574464	0	87
574465	0	83
574466	0	87
100302265	0	87
574467	0	85
574468	0	83
574469	0	81
574470	0	85
574471	0	87
574472	0	87
574473	0	61
574474	0	83
574475	0	85
574476	0	87
574477	0	101
574478	0	87
574479	0	87
574480	0	88
574481	0	87
574482	0	87
574483	0	67
574484	0	90
574485	0	85
574486	0	65
574487	0	88
574488	0	85
574489	0	87
574490	0	90
574491	0	87
574492	0	95
574493	0	88
574494	0	87
574495	0	87
574496	0	85
574497	0	85
574498	0	90
100302205	0	87
574499	0	90
574500	0	87
442916	0	67
100616185	0	66
442917	0	67
442918	0	69
91662	4	4001
91663	12583	4191
5582	188	3186
59284	881	2438
59283	950	8751
100126325	0	91
59285	2028	2757
284415	0	1613
441864	0	1685
126014	41	2063
4696	4	354
29844	8	1407
26121	61	2247
4849	1122	3818
79165	0	925
147798	4	2483
79143	716	3236
79042	1	3021
6203	147	1259
11025	0	2879
79168	0	2324
10990	0	2509
10288	0	3341
100616171	0	72
353514	0	1612
23547	0	1963
3903	0	3760
57348	0	2289
104355426	2	892
114823	268	6476
94059	0	1916
148170	0	891
3904	0	702
101929818	0	717
90011	0	3624
11027	0	2553
11024	0	6172
10859	0	4239
11006	0	4064
102466251	0	75
79166	0	2126
115653	0	1723
3804	0	1596
101928804	0	781
3802	0	1851
102724300	0	825
3805	0	1579
3811	0	1901
3809	0	1608
3812	0	1885
2204	0	2885
9437	0	2072
199713	0	4252
55655	0	3669
51206	0	2268
112724	2	4290
54869	10	3817
54776	5307	2965
102466872	0	68
7138	8325	1411
7137	29	843
352909	1322	2381
6861	403	2475
102724352	7	535
5794	3105	4333
255043	473	1751
22870	15445	3637
102465482	2	68
102465481	0	65
102466739	0	65
23640	5435	2169
84446	652	3217
284417	15	3663
84787	1692	3831
125965	25	1663
284418	0	3183
3589	79	2378
147744	51	593
388564	503	662
6158	53885	6319
102465483	0	62
27338	14953	1601
729956	14	6035
79763	4109	1170
89887	722	3847
57106	3478	1350
284297	134	5432
646643	747	2042
100130827	563	1503
163033	3320	2725
84922	597	3923
147807	664	1460
100507290	2292	4953
147808	452	1996
51157	1605	3359
51545	1461	1389
29903	1882	2257
11338	26322	3311
29924	13465	3283
338321	9	3785
342931	0	2308
729974	0	1175
204801	16	4041
147945	0	4199
126204	0	3587
126205	0	3934
126206	0	3927
101928886	0	1661
126208	1994	3925
55311	1906	4527
85569	0	938
342933	1	2014
79149	175	2481
100506374	48	3751
147947	7	3814
147948	60	3112
386758	23	2061
147949	425	3285
63934	0	7205
100128252	2	1783
57573	686	9183
140612	645	6988
388566	1484	8333
58491	962	3559
147670	11	2542
90485	0	2829
101929059	0	2151
23619	0	2268
5178	0	9030
100169890	0	1314
100073347	0	1288
105372474	0	1984
57663	0	3607
114026	0	2627
503835	0	3346
9422	2015	12663
6795	22	1301
390980	669	10126
105372476	5	1010
10794	168	4573
125919	714	3671
57343	1088	6464
284306	113	2864
10597	241	732
147694	540	4550
7565	510	2797
388567	430	5887
57191	71	1566
400720	829	5673
79744	574	2393
374928	529	2906
256051	243	4446
162972	1209	6149
55659	537	3452
284307	6	5893
348327	425	3710
7693	1538	2248
10520	1017	2861
201516	0	2689
90233	769	3731
7710	43	6914
79891	15	2476
284309	1205	5292
54807	370	2270
79818	457	2805
2282	8	1662
100293516	332	3340
84914	2147	6937
730051	243	6283
147687	816	5437
147686	17	3954
10172	297	2248
147685	22	915
80095	1073	4610
100128398	153	1897
105372478	0	1492
284312	0	8657
7694	0	4617
65982	2866	4972
79673	1247	4324
10782	1805	4774
27300	2431	6596
7554	374	2210
342945	547	5299
102465484	0	64
1	33	1766
503538	6	2130
162968	394	3562
105372483	61	2810
116412	220	2033
100616168	0	89
6193	49215	741
646862	6	2920
201514	1942	3206
388569	432	4696
7691	57	3349
25799	730	3741
55663	1183	4107
10998	371	2365
84878	1062	3598
10155	39722	2959
102465976	0	92
27243	5182	1169
9040	4624	1524
100131691	67	2606
7593	693	5162
65996	1778	3341
642273	0	4364
26751	454	7230
52	6694	2388
285016	0	1726
101927262	8	5567
100996637	0	1664
105373352	0	2539
105373353	0	1934
129787	1422	2124
105373480	0	4479
339822	0	1519
101060385	0	694
101060391	0	2721
54221	0	2298
7173	0	4419
102723730	0	7025
7837	4	7034
23040	0	11385
105373380	0	1826
730811	0	3242
101927534	0	578
101927554	2	2344
7260	1689	2450
51112	1170	6697
55256	4374	4616
246243	3912	2103
100506054	717	1373
6201	38232	728
78989	140	2396
55821	1	1810
728597	0	2437
100505964	0	2416
105373395	0	1460
105373397	0	1865
727982	0	2674
102723818	0	702
6664	0	8719
105373442	0	1008
150622	0	11868
102465693	0	71
400940	0	3463
101929390	0	4209
102800315	0	588
102800314	0	689
102466235	0	67
400941	0	2131
104326052	0	832
129607	10	4150
91543	72	4667
386597	0	2348
9781	1396	6897
101929452	2	530
100506274	0	927
101929551	0	737
339788	0	2165
339789	0	2000
101929567	0	8839
100506299	30	1573
3398	3297	1364
57498	13190	7361
129642	2922	7753
8853	4903	7301
9270	3987	2868
51692	7224	3522
285148	1043	1125
6868	8285	3751
101929643	12	1056
10971	83219	2254
101926982	0	315
9014	1319	2462
29841	106	3792
8462	643	4383
192668	408	2719
6241	16242	3434
348738	5	1902
100422929	0	58
3241	9444	4125
4953	14692	2626
100302743	16	136
101929715	80	882
79954	6074	4028
245973	71	3370
10130	35448	3478
101929733	0	463
3754	13	2289
285150	0	1635
130813	37	1583
130814	1748	1958
9475	5575	8517
100874055	0	1330
1876	1396	3454
9687	884	11174
100616469	0	73
23620	0	1608
23175	13297	7245
100506405	40	1059
100422862	0	82
100422996	0	54
100506457	1	2779
100500884	0	72
28951	3158	4408
100422986	4	78
100506474	4	1944
100499171	0	3503
151354	0	6355
653602	0	2058
51594	8242	7458
1653	17606	2741
101926966	0	1871
103752554	0	1040
10408	0	1908
4613	2	3038
104797537	0	984
81553	2	4943
729475	0	3981
7447	4	2005
79677	4173	5316
348654	1446	8375
343930	0	582
3790	2	2925
100526794	0	2988
57665	397	1600
93034	3	2927
100616307	4	77
130497	1310	3020
400946	1	3015
130502	174	822
57539	3733	6952
101928222	68	1150
4148	25	2583
9741	22260	1765
6382	4093	3622
23369	9888	7432
388	13527	2375
100874343	6	600
64342	2619	2403
151449	4	1994
60526	2575	3988
101928271	0	1498
338	26	14177
100129278	0	7429
645949	0	2127
102723362	0	440
105377637	6	1702
114818	225	5197
54454	2742	18079
165324	1898	2601
388931	2	1951
80304	2661	3894
2281	267	3440
51639	4622	771
375190	310	1623
9540	4286	2039
